LON,LAT,EDO,CLAVE,ESTACION,may-13
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",5.2
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",2.2
-107.9,27.9,CHIH,BTVCH,"Batovira, Chih.",4
-106.388333,26.474167,CHIH,C08061,"El Vergel, Chih.",4.8
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",3
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",0
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",0
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",8
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",0.02
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",13.6
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",5
-108.544722,27.430278,CHIH,CHINIPASCFE,"Chínipas, Chih. CFE*",0
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",4
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",0
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",3.75
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",0
-106.390278,26.473333,CHIH,ELVERGELSMN,"El Vergel, Chih. SMN*",2.4
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",0
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",2
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",0.7
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",0.01
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",0
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",32.54
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",6.27
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",0.02
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",59.01
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",20.01
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",20.03
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",48.2
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",11.73
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",5.7
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",0.01
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",0
-107.816667,28.95,CHIH,TEMOSACHICob,"Observatorio de Temósachic, Chih. SMN*",4
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",2.01
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",0.02
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",0
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",20.03
-106.505,30.615556,CHIH,VillaAhumada,"Villa Ahumada, Chih. SMN*",1.6
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",16.51
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",4
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",167.1
-92.114167,17.248889,CHIS,AGUAAZUL,"Agua Azul, Chis. SGT*",90.4
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",127.4
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",663
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",56.1
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",17.4
-91.108333,16.785833,CHIS,BONAMPAK,"Bonampak, Chis. SMN*",102.12
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",119.2
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",303.81
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",134.23
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",75.1
-92.715556,16.578056,CHIS,CHIAPILLA,"Villa de Chiapilla, Chis. SGT*",6.9
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",53.12
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",150.32
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",178.7
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",52
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",65.82
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",284.55
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitán, Chis. PC*",58.18
-92.246111,15.356667,CHIS,CREDMOTOZINTLA,"Cred Motozintla, Chis. SMN*",138.71
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",69.3
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",335.5
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",101.6
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",17.1
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",316.5
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",364.01
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",118.5
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",377.2
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",78.7
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",377.91
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",42
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",101.51
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",236.3
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",44.4
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",466
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",5.5
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",155.12
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",128
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",128.1
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",247.5
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",368
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",110.3
-93.150556,17.225833,CHIS,OCOTEPEC,"Ocotepec, Chis. SGT*",99.9
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",55.62
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",189.3
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",488.4
-91.990278,17.525833,CHIS,PLQCP,"Palenque, Chis. SMN*",0.76
-92.4,14.7,CHIS,PTOCHIAPASmar,"Puerto Chiapas, Chis. SEMAR*",0
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",260.8
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",143.4
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",138.92
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",119.1
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",125.3
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",294.6
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",122.2
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",185.3
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",201.21
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",130.1
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",239.11
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",46.52
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",146.4
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",146.11
-92.136111,15.04,CHIS,SNJERONIMO,"San Jerónimo, Chis. SGT*",190.5
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",123
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",255.01
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",220.31
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",689.2
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",296.7
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",175.02
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",80.1
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",126.11
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",123.4
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",92.09
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",268.5
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",47.62
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",42.5
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",104
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",63.5
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",41
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",18
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",35.5
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",35
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",91
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",1.01
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",66.5
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",10
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",1
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",104.2
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",42
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",54
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",46.5
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",87
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",32.1
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",47
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",121
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",72
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",29.5
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",14.5
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",15.5
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",0.5
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",0.4
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",67.51
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",0
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",0.92
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",0
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",0.01
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",0.02
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",2.2
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",2.7
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",0.01
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",0
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",0
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",0
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",0
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",0.6
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",0.5
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",2.6
-104.1,18.936111,COL,RDRCM,"Radar, Col.",0
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",1.12
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",0
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",0.02
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",72.9
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",24.76
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",53.7
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",60.7
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",69.5
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",62.3
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",130.9
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",106.08
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",48.8
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",60
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",62.1
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",53.6
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",60.2
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",48.01
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",44.7
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",58.3
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",118.6
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",52.2
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",67.6
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",63.3
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",63.7
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",62
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",47
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",52.9
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",82.5
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",91.4
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",67
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",66.8
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",62.4
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",44.6
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",93.1
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",24.6
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",9.8
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",5.1
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",51.8
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",55.8
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",41.99
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",69.7
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",48.6
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",99.4
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",58.2
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",4.5
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",59.6
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",60.64
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",64.1
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",44.9
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",45.8
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",99.4
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",37.4
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",39.8
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",51.9
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",69.1
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",62.2
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",63
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",25.3
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",33.73
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",73.2
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",83.4
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",29
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",58.1
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",41.7
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tláhuac, Cd. de Méx. SEGIAGUA",171.3
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",52
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",33.7
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",26.4
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",81.4
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",52.7
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",67.5
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",37.2
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",3.2
-99.181111,19.3475,DF,UNIVERSIDADDF,"Universidad, Cd. de Méx. SEGIAGUA",120.97
-104.7,24,DGO,CAGDR,"Campo Agrícola, Dgo.",13.9
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",1.5
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",0.1
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",0.4
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",4.6
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",0
-104.599722,24.094722,DGO,DURANGOob,"Observatorio de Durango, Dgo. SMN*",4
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",0.1
-103.773611,25.265278,DGO,FZRDR,"Francisco Zarco, Dgo.",15.1
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",0
-105.952222,25.934444,DGO,GNCDR,"Guanaceví, Dgo.",0
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",0.6
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",19.2
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",1.2
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",0
-103.85,25.816667,DGO,MPMDR,"Mapimí, Dgo.",10.01
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",4
-104.6,24.1,DGO,OBSDR,"Observatorio de Durango, Dgo.",1.7
-104.656667,24.203889,DGO,PAGDR,"Peña del Aguila, Dgo.",1.6
