LON,LAT,EDO,CLAVE,ESTACION,nov-15
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",127.1
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",58.13
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",87.23
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",76.1
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",57.9
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",189.5
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",111.53
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",68.4
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",117.5
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",3.5
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",45.5
-106.219444,27.446667,CHIH,BOCADELRIO,"Boca del Río, Chih. SGT*",0
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",99.2
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",53
-107.9,27.9,CHIH,BTVCH,"Batovira, Chih.",117.5
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",10
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",2.5
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",0
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",9.5
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",18.82
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",5.4
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",10.02
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",0.76
-106.030278,28.670556,CHIH,CHIHUAHUAob,"Observatorio de Chihuahua, Chih. SMN*",32.2
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",0.25
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",3.91
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",98.01
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",4.5
-106.390278,26.473333,CHIH,ELVERGELSMN,"El Vergel, Chih. SMN*",0.6
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",38.9
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",4.5
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",22.2
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",38.8
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",35.8
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",8
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",24.53
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",4.52
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",9.02
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",45.5
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",1.78
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",30.6
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",49.5
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",1
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",38
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",21.63
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",39.8
-106.383333,26.466667,CHIH,RVGCH,"El Vergel, Chih.",18.2
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",51.6
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",0
-107.816667,28.95,CHIH,TEMOSACHICob,"Observatorio de Temósachic, Chih. SMN*",49.8
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",32.5
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",7.01
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",76
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",5
-106.505,30.615556,CHIH,VILLAAHUMADA,"Villa Ahumada, Chih. SMN*",10.6
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",7.02
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",35
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",13.62
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",185
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",12.6
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",33.02
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",428.8
-91.108333,16.785833,CHIS,BONAMPAK,"Bonampak, Chis. SMN*",18.75
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",5.5
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",216.03
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",26.83
-91.949722,17.85,CHIS,CATAZAJA,"Catazajá, Chis. SGT*",210.3
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",264.4
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",72.2
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",13.7
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",64.6
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",12.1
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",38
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",38.32
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",10.9
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitán, Chis. PC*",32.32
-92.246111,15.356667,CHIS,CREDMOTOZINTLA,"Cred Motozintla, Chis. SMN*",0
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",128.2
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",131.2
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",159.5
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",75.9
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",34
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",42.8
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",179.01
-92.8975,15.994444,CHIS,ELPORTILLO,"El Portillo, Chis. SGT*",168
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",147.2
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",192.9
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",202.8
-92.918333,17.441389,CHIS,FIMADERO,"Francisco I. Madero, Chis. SGT*",551.8
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",8.71
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",302.21
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",269.53
-92.454167,16.712778,CHIS,HUIXTAN,"Huixtán, Chis. SGT*",54.8
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",100.7
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",41.1
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",154.55
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",319.91
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",7.8
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",7.92
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",253.2
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",207.3
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",165.81
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",144.8
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",149.04
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",44.2
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",17.6
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",465.1
-93.150556,17.225833,CHIS,OCOTEPEC,"Ocotepec, Chis. SGT*",334.1
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",219.2
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",19.31
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",524.2
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",35
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",25.4
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",347.4
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",118.61
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",40.63
-94.003889,16.471111,CHIS,RSACP,"Rosendo Salazar, Chis.",21.6
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",463.1
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",23.6
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",638
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",18.7
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",29.21
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",37.05
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",2.01
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",129.8
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",303.6
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",42.63
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",78.2
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",198.1
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",109.8
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",6
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",605.4
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",385
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",281.92
-92.426389,17.300278,CHIS,TILA,"Tila, Chis. SGT*",242.2
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",49.4
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",11.5
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",53.9
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",2.9
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",12.41
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",333.1
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",190.24
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",35.42
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",280.4
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",186.42
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",272.2
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",34
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",6.91
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",6
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",0
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",22
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",10
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",15
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",7.02
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",6.2
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",0
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",11.2
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",25.2
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",25
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",32.4
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",7.5
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",0
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",3.7
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",7.2
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",6.5
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",23.5
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",19.7
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",39.03
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",9
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",14.4
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",11
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",7.54
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",20.6
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",32.5
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",3
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",0.5
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",4.3
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",0.8
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",0
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",39
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",0
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",0
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",9.5
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",0.2
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",0.4
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",0
-104.1,18.936111,COL,RDRCM,"Radar, Col.",0
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",19.2
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",0
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",24
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",4.9
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",4.57
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",1.6
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",0.8
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",0.3
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",2.5
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",0.5
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",0.5
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",5.2
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",0
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",3.8
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",0
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",2
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",17.2
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",4.8
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",22.2
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",12.4
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",23.3
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",4.6
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",0.7
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",0.5
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",20.1
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",14.3
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",0
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",23.3
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",7.6
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",4.8
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",0.6
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",5.6
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",2.3
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",1.8
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",3.3
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",0
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",17.6
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",3.3
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",0.8
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",0.2
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",2.2
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",2
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",3
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",1.8
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",1.8
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",1.9
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",4.5
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",8.9
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",0
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",3.3
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",19
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",2
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",0
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",12.9
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",0
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",15.3
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",12.4
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",6.1
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",25.12
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",11.7
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",2.6
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",0
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",13.9
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",3.1
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",2.3
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",6.3
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",5.8
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",17.4
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",13.1
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",6.4
-104.7,24,DGO,CAGDR,"Campo Agrícola, Dgo.",0.1
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",4.6
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",0.2
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",9.62
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",0.8
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",10.5
