LON,LAT,EDO,CLAVE,ESTACION,sep-14
-115.466667,32.55,BC,MXCBN,"Mexicali, B.C.",26.21
-116.908333,32.4475,BC,PABELARLRDGZ2,"Abelardo L. Rodríguez 2, B.C. SMN*",0
-114.729444,32.703889,BC,PDMBN,"Presa derivadora Morelos, B.C.",6.4
-116.678333,32.543889,BC,PRTBN,"La Puerta, B.C.",0
-116.64,31.704444,BC,PTBBN,"Punta Banda, B.C.",0
-114.839444,31.029167,BC,SFLBN,"Observatorio de San Felipe, B.C.",0.2
-115.9375,30.531111,BC,SQNBN,"San Quintín, B.C. SMN*",0.75
-114.3,27.1425,BCS,ASUBS,"Bahía Asunción, B.C.S.",781.2
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",116.9
-109.424444,23.445278,BCS,CPULMO,"Cabo Pulmo, B.C.S. SMN*",397.8
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",54.52
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",313
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",122.2
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",233.5
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",269.5
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",180
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",255
-110.059167,23.805,BCS,SANBS,"San Antonio Sur, B.C.S.",340.7
-112.478611,26.2575,BCS,SANJUANICO,"San Juanico, B.C.S. SMN*",81.2
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",89.01
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",382
-112.111111,24.791667,BCS,SCRBS,"Puerto San Carlos, B.C.S.",781.2
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",387
-112.332778,26.629167,BCS,SMTBS,"San Martín, B.C.S.",781.2
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",333.11
-112.272778,27.337778,BCS,SRLBS,"Observatorio de Santa Rosalía, B.C.S.",215.01
-109.986111,23.172222,BCS,SVSBS,"San Vicente de la Sierra, B.C.S.",781.2
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",119
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",114
-89.8925,18.365,CAMP,CALAKMUL,"Calakmul, Camp. SMN*",159
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",393.5
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",112.1
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",218
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",176.5
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",165
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",195.6
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",346.5
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",228.03
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",205.9
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",271.4
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",241
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",168.5
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",149.3
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",126.5
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",113
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",146.5
-106.219444,27.446667,CHIH,BOCADELRIO,"Boca del Río, Chih. SGT*",119
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",214.6
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",151.71
-106.388333,26.474167,CHIH,C08061,"El Vergel, Chih.",285.1
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",48.5
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",158
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",160.1
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",127.7
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",149.64
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",176.4
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",63.03
-108.544722,27.430278,CHIH,CHINIPASCFE,"Chínipas, Chih. CFE*",62.9
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",63.7
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",84
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",0.25
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",184
-106.390278,26.473333,CHIH,ELVERGELSMN,"El Vergel, Chih. SMN*",122.6
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",88.3
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",48.53
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",128.83
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",134.1
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",114.7
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",32.2
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",57.73
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",58.57
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",153.5
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",135.01
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",96.02
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",206.8
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",54.01
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",63.01
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",128.81
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",161.2
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",114.8
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",160.1
-107.816667,28.95,CHIH,TEMOSACHICob,"Observatorio de Temósachic, Chih. SMN*",113.8
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",174.62
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",143.04
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",252.2
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",88.05
-106.505,30.615556,CHIH,VILLAAHUMADA,"Villa Ahumada, Chih. SMN*",32.8
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",248.04
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",243
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",412.61
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",442.91
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",290.91
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",602.9
-91.108333,16.785833,CHIS,BONAMPAK,"Bonampak, Chis. SMN*",1.25
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",392.4
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",563.43
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",424.52
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",354
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",915.31
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",238.1
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",172.2
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",197.42
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitán, Chis. PC*",142.87
-92.246111,15.356667,CHIS,CREDMOTOZINTLA,"Cred Motozintla, Chis. SMN*",161.15
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",386.2
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",478.92
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",277.4
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",467.51
-92.8975,15.994444,CHIS,ELPORTILLO,"El Portillo, Chis. SGT*",250.6
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",464.4
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",104.4
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",485.9
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",609.3
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",314.7
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",563.6
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",393.5
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",587.31
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",613.91
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",63.6
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",384.71
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",672.6
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",344.1
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",322.63
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",193.6
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",780.01
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",718.1
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",675.52
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",51.2
-93.150556,17.225833,CHIS,OCOTEPEC,"Ocotepec, Chis. SGT*",244
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",355.5
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",802.91
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",427.22
-92.4,14.7,CHIS,PTOCHIAPASmar,"Puerto Chiapas, Chis. SEMAR*",64.9
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",518.8
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",438.42
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",573.1
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",380.5
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",685.3
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",77
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",302.4
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",307.24
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",507.24
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",211.8
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",814
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",718.22
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",194.2
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",410.6
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",409.6
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",751.02
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",259.81
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",488.3
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",174.2
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",451.68
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",389.5
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",356.41
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",467.1
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",203.79
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",289.53
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",584
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",273.12
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",191
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",180.31
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",60
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",59.9
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",155
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",191.8
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",147
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",117.8
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",81.8
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",28.11
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",43.9
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",98.8
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",68
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",52.6
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",158
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",89
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",174.2
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",151.4
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",92.5
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",107.5
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",71.9
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",29.57
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",68.9
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",88.31
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",83.8
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",167.5
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",289
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",277.6
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",313.5
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",191.1
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",167.1
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",262.61
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",173.4
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",164
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",245
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",206.3
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",291.95
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",126.8
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",253.3
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",142.2
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",500.4
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",239.3
-104.1,18.936111,COL,RDRCM,"Radar, Col.",437
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",336.6
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",252.5
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",289
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",187
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",119.75
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",182.7
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",64
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",97.3
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",121.91
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",130.4
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",51.5
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",17.1
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",164
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",46.1
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",90.2
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",70
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",116.3
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",148.6
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",88
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",189.2
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",0.2
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",35.7
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",142
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",100.6
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",96.8
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",194.3
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",168.6
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",153.6
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",116.6
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",202.7
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",81.9
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",164.2
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",65.1
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",130.4
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",53.2
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",176.3
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",112.8
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",109.1
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",135.6
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",103
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",112.3
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",19.9
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",142.6
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",31.6
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",24.4
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",111.3
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",140.2
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",42.2
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",111.6
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",51.2
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",113.7
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",161
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",145
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",144.2
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",191.2
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",42.8
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",108.2
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",109.8
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",73.4
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",121.4
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",0
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",124.5
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",83.57
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",170.8
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",112.6
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",96.7
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",185.2
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",194.5
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",195.6
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",245.7
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",41.3
-99.181111,19.3475,DF,UNIVERSIDADDF,"Universidad, Cd. de Méx. SEGIAGUA",308.54
-104.066111,25.263333,DGO,AM2DR,"Agustín Melgar, Dgo. SMN*",3.25
-104.7,24,DGO,CAGDR,"Campo Agrícola, Dgo.",159.9
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",127.9
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",65.5
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",124.31
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",87
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",95.1
-104.599722,24.094722,DGO,DURANGOob,"Observatorio de Durango, Dgo. SMN*",92.4
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",183.7
-103.773611,25.265278,DGO,FZRDR,"Francisco Zarco, Dgo.",72.71
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",118.51
-105.952222,25.934444,DGO,GNCDR,"Guanaceví, Dgo.",195.01
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",159.5
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",28.8
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",136.6
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",80.57
-103.7475,26.686389,DGO,MAPIMI,"Mapimí, Dgo. SMN*",25.8
-103.85,25.816667,DGO,MPMDR,"Mapimí, Dgo.",101
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",110.01
-104.6,24.1,DGO,OBSDR,"Observatorio de Durango, Dgo.",91.4
-104.656667,24.203889,DGO,PAGDR,"Peña del Aguila, Dgo.",116.8
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",89.51
