LON,LAT,EDO,CLAVE,ESTACION,ene-24
-99.36,20.163889,HGO,ENDHD,"Endhó, Hgo.",0
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",18.6
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",45.2
-99.706944,20.32,HGO,HUICHAPAN,"Huichapan, Hgo. SMN*",15.2
-98.466111,19.728611,HGO,ITESAAPAN,"ITESA Apan, Hgo. SMN*",3.2
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",3.12
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",1.63
-98.757222,20.591667,HGO,LMTHD,"Metztitlán, Hgo.",6.1
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",0
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatlán, Hgo.",76.71
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",1.2
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo Gómez, Hgo.",0.01
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",0.01
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",3
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",5.82
-98.658611,20.991667,HGO,TLNHD,"Tlanchinol, Hgo.",42
-99.348333,20.056944,HGO,TLRHD,"Tula Las Rosas, Hgo.",0
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",2.2
-98.647222,20.652778,HGO,ZXTHD,"Zacualtipán, Hgo.",8
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",0.4
-103.228611,22.325833,JAL,ACHZC,"Achimec, Jal.",0.03
-103.591111,20.424444,JAL,ACTJL,"Acatlán, Jal.",0
-102.436944,21.599444,JAL,AJJJL,"Ajojucar, Jal.",0
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",2
-103.446389,20.746667,JAL,BAZJL,"Base Aérea Zapopan, Jal.",0
-104.063611,19.914444,JAL,BBAJL,"Basilio Vadillo, Jal.",0
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",0
-103.782778,21.831667,JAL,BLNJL,"Bolaños, Jal.",0
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzmán, Jal.",0
-103.201944,20.290556,JAL,CHAJL,"Chapala 1, Jal. SMN*",2.79
-102.774167,19.287778,JAL,CHLMC,"Constitución de Apatzingán, Jal.",0
-104.561944,19.2375,JAL,CIHJL,"Cihuatlán, Jal.",0
-103.25,22.133333,JAL,CLTJL,"Observatorio de Colotlán, Jal.",0
-105.129722,19.9975,JAL,CPEJL,"Cajón de Peña, Jal.",0
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",0
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",0.01
-102.7825,20.341389,JAL,CUIJL,"Cuitzeo, Jal.",0
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",0
-102.822778,21.005833,JAL,CUNJL,"La Cuña, Jal.",0
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",0
-102.976111,20.681389,JAL,EGCJL,"Ing. Elías González Chávez, Jal.",1.7
-104.285278,19.845833,JAL,ELCJL,"El Corcovado, Jal.",1.2
-102.705,21.037222,JAL,ESLJL,"El Salto, Jal.",0
-103.335,20.723333,JAL,EXPJL,"La Experiencia, Jal.",0.03
-102.766667,20.298056,JAL,FTEJL,"El Fuerte, Jal.",0
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",0
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",0
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",1.01
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",4
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",1
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",0.2
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",1.8
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",1.5
-103.033333,20.316667,JAL,MEZCALA,"Mezcala Poncitlán, Jal. SGT*",2.8
-104.786389,20.525278,JAL,MSCJL,"Mascota, Jal.",0
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",5.2
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",2
-103.361667,20.584167,JAL,PITJL,"Protección a Infraestructura y Atención a Emergencias Toluquilla, Jal.",0
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo Elías Ayub, Jal.",0
-102.231944,20.491111,JAL,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.",2.5
-103.37,19.5625,JAL,QUTJL,"Quito, Jal.",1
-104.05,20.55,JAL,RAMJL,"Río Ameca, Jal.",5.3
-105.133611,19.998611,JAL,RIOTOMATLAN,"Río Tomatlán, Jal. SMN*",0
-104.59,20.252222,JAL,RODJL,"El Rodeo, Jal.",0
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",0
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",0
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",0
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatlán 1, Jal. SMN*",3.2
-103.34,19.856111,JAL,SNGJL,"San Gregorio, Jal.",17
-103.705556,20.908889,JAL,SRSJL,"Manuel M. Diéguez, Jal.",0
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",0.01
-104.320278,20.036111,JAL,TCTJL,"Tacotán, Jal.",0
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",0
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",0.01
-104.370278,19.976111,JAL,TMLJL,"Ramón Corona Madrigal General, Jal.",0.5
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",0
-103.183333,20.15,JAL,TUXCUECA,"Tuxcueca, Jal. SGT*",0.2
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",6.5
-102.729444,20.395278,JAL,ZULJL,"Zula río, Jal.",1.5
-99.377222,19.377222,MEX,2RSMX,"Dos Ríos, Méx.",0
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, Méx. SMN*",4.8
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, Méx.",0.5
-98.9125,19.543889,MEX,ATEMX,"Atenco, Méx.",2.2
-99.866667,19.783333,MEX,ATLMX,"Atlacomulco, Méx. SMN*",3.02
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., Méx.",8.71
-99.184722,19.580833,MEX,BARRIENTOS,"Planta de bombeo Barrientos, Méx. SEGIAGUA",0.75
-100.436389,18.781111,MEX,BEJMX,"Bejucos, Méx.",0
-99.52,19.566389,MEX,CCAMX,"Cerro Catedral, Méx. SMN*",2.29
-99.298611,19.406667,MEX,CDBMX,"Caída del Borracho, Méx.",1
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, Méx.",0.11
-98.885,19.485833,MEX,CHAPINGODF,"Chapingo, Méx. SEGIAGUA",0
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, Méx. SEGIAGUA",0.25
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, Méx. SEGIAGUA",0.5
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, Méx.",0
-98.884722,19.483333,MEX,CHPMX,"Chapingo, Méx.",0
-99.301667,19.695,MEX,CNPMX,"La Concepción, Méx.",2
-99.714167,19.291111,MEX,COBMX,"Observatorio de Toluca, Méx.",0.03
-100.225,19.178889,MEX,COLMX,"Colorines, Méx.",0
-99.559722,19.884722,MEX,DNXMX,"Danxho, Méx.",0
-99.238333,19.453611,MEX,EMOMX,"El Molinito Río Hondo, Méx.",3.62
-99.252222,19.635556,MEX,GDLMX,"Sierra de Guadalupe, Méx.",0
-98.917222,19.578889,MEX,GRDMX,"La Grande, Méx.",0
-99.696944,20.046389,MEX,HPNMX,"Huapango, Méx.",6.5
-99.769444,19.5675,MEX,IXCMX,"Ixtlahuaca, Méx.",13.5
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, Méx. SMN*",5.8
-99.05,19.633333,MEX,K27MX,"km 27+250, Méx.",7.4
-98.975,19.339167,MEX,LACALDERA,"La Caldera Subestación eléctrica Santa Lucía, Méx. SEGIAGUA",0
-100.075833,19.389444,MEX,LBEMX,"Los Berros, Méx.",1.2
-99.250833,19.633333,MEX,LDEGUADALUPE,"Lago de Guadalupe, Méx. SEGIAGUA",0
-99.220833,19.4775,MEX,MBLMX,"Molino Blanco, Méx.",1
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, Méx. SMN*",6.61
-99.420833,18.990833,MEX,OCUMX,"Ocuilán de Arteaga, Méx.",2
-99.234722,19.475833,MEX,PBRIOHONDO,"Panta de Bombeo Río Hondo, Méx. SEGIAGUA",0.25
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, Méx.",0.75
-99.017222,19.656667,MEX,PCCMX,"Planta Chiconautla 2, Méx.",0.5
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, Méx.",0.01
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, Méx.",0.25
-99.728333,18.928333,MEX,PDZMX,"Porfirio Díaz, Méx.",0
-99.790278,19.829167,MEX,PFBMX,"Francisco José Trinidad Fabela, Méx.",2
-99.775,19.461667,MEX,PIRMX,"Ignacio Ramírez, Méx.",1.01
-99.248889,19.429444,MEX,PLMMX,"Palmas, Méx.",0
-99.260833,19.526944,MEX,PMDMX,"Madín, Méx.",0.2
-99.948889,19.654444,MEX,PMEMX,"Puente Mextepec, Méx.",3.71
-99.739722,20.124167,MEX,PMNMX,"El Molino, Méx.",4.5
-99.864444,20.038611,MEX,PNDMX,"Ñadó, Méx.",3
-99.268056,19.524444,MEX,PREMX,"Presa Madín, Méx. SMN*",0
-99.267222,19.5225,MEX,PRESAMADINDF,"Madín, Méx. SEGIAGUA",0.5
-99.293611,19.4575,MEX,PRESATOTOLICA,"Presa Totolica, Méx. SEGIAGUA",0.5
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, Méx.",0.5
-99.603333,19.213333,MEX,RECMX,"Rectoría, Méx.",1.42
-98.910556,19.531944,MEX,SADMX,"San Andrés, Méx.",0.3
-99.703889,19.465556,MEX,SB2MX,"San Bernabé, Méx.",6.6
-99.704722,19.465833,MEX,SBBMX,"José Antonio Alzate, Méx.",6.6
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, Méx.",0
-98.871389,19.191389,MEX,SLAMECAII,"San Luis Ameca 2, Méx. SEGIAGUA",0
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, Méx.",0
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, Méx.",2
-98.873056,19.284722,MEX,SLCHALCO,"San Luis Chalco, Méx. SEGIAGUA",0
-99.8,19.633333,MEX,SMLMX,"Santa María del Llano, Méx.",22
-99.285,19.574444,MEX,SNJMX,"San Juan, Méx.",0
-98.895833,19.258333,MEX,SNLMX,"Chalco San Lucas, Méx.",1.3
-98.960556,19.320833,MEX,SSCDF,"La Caldera Subestación eléctrica Santa Lucía, Méx.",0
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, Méx.",1.11
-99.935833,18.931389,MEX,TESMX,"Texcaltitlán, Méx.",1.9
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, Méx.",0.7
-100.053056,19.058056,MEX,TMSMX,"Temascaltepec, Méx.",1.2
-99.245556,19.465556,MEX,TOTMX,"Totolica, Méx.",0.5
-99.961389,19.660833,MEX,TPTMX,"San Andrés Tepetitlán, Méx.",4.01
-99.6125,19.428056,MEX,TROMX,"Trojes, Méx.",2.5
-99.243611,19.466389,MEX,TTLMX,"Totolica hidrométrica, Méx.",1
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Méx.",12.5
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, Méx.",0.01
-100.084722,19.375556,MEX,VALLEDEBRAVO,"Valle de Bravo, Méx. SMN*",1.4
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, Méx.",0
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, Méx.",0.5
-99.49,19.286944,MEX,VILLACARMELA,"Villa Carmela, Méx. SEGIAGUA",0
-99.334167,19.382222,MEX,VNDMX,"El Venado, Méx.",0
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, Méx.",0
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",0
-100.608889,19.579722,MICH,AGOMC,"Agostitlán, Mich.",0.1
-102.371111,19.083056,MICH,APTMC,"Apatzingán, Mich.",0
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",0
-100.891111,18.463333,MICH,CAIMANERACFE,"Caimanera, Mich. CFE*",0
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",0
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",0
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",0
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",0
-101.259167,19.629722,MICH,COIMC,"Cointzio, Mich.",0
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",0.02
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",0
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",5
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",0
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",0
-102.6,19.958333,MICH,JARMC,"Jaripo, Mich.",0
-101.626667,20.248889,MICH,LANMC,"Los Ángeles, Mich.",0
-100.406389,19.838056,MICH,LDFMC,"Laguna del Fresno, Mich.",0
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",0
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",0
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",0
-102.2,18.8,MICH,LPSMC,"La Pastoría, Mich.",0
-101.2,18.8,MICH,LPZMC,"Los Pinzanes, Mich.",0
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",0.01
-100.873611,19.829167,MICH,MLPMC,"Malpaís, Mich.",0.01
-101.2,19.7,MICH,MNOMC,"Observatorio de Morelia Norte, Mich.",0.02
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",2
-101.176111,19.688611,MICH,MORMC,"Morelia DDR 020, Mich.",0.01
-100.439167,19.890833,MICH,MRVMC,"Maravatío, Mich.",6.51
-102.058611,18.931111,MICH,PASTORIACFE,"Pastoría, Mich. CFE*",0
-101.044167,19.826944,MICH,PDBMC,"Planta de bombeo, Mich.",0
-101.102778,18.538889,MICH,PINZANESCFE,"Pinzanes, Mich. CFE*",0
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",0
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",0
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",0
-102.464722,20.208333,MICH,SCRMC,"San Cristóbal, Mich.",0
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",0
-102.4,20.1,MICH,SSIMC,"San Simón, Mich.",0.02
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",1.1
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",0
-102.079167,19.42,MICH,URUAPAN,"Uruapan, Mich. SMN*",0.25
-102.180278,18.048333,MICH,VILMC,"José María Morelos y Pavón, Mich.",0
-101.746944,19.923056,MICH,VJIMC,"Villa Jiménez, Mich.",0.01
-102.283056,20.3375,MICH,YURMC,"Yurécuaro, Mich.",0
-102.284167,20.006667,MICH,ZAMMC,"Observatorio de Zamora, Mich.",0
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",0
-101.931944,18.921111,MICH,ZICMC,"Zicuirán, Mich.",0
-100.828611,19.860278,MICH,ZINMC,"Zinapécuaro, Mich.",1.31
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",0
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",0
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",0
-98.771111,18.755278,MOR,AMIMR,"Amilcingo, Mor.",6.5
-99.463611,18.68,MOR,APAMR,"Apancingo, Mor.",0
-98.891389,18.931111,MOR,ATBMR,"Atlatlahuacan Bachillerato, Mor.",0
-98.928056,18.936667,MOR,ATLMR,"Atlatlahucan, Mor.",0
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",5
-98.714444,18.583056,MOR,CAYMR,"Cayehuacan, Mor.",0
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",0.01
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",1.5
-99.324722,18.862778,MOR,CUNMR,"Cuentepec, Mor.",0.01
-98.954167,18.828611,MOR,CUSMR,"Cuautla SMN, Mor.",8.6
-99.375556,18.701667,MOR,CUTMR,"Cuautlita, Mor.",0
-98.786667,18.690556,MOR,ELPMR,"El Peñón, Mor.",0
-99.180278,18.573889,MOR,HIGMR,"Higuerón, Mor.",0
-99.424167,18.608333,MOR,HUAMR,"Huajintlán, Mor.",0
-99.267222,19.045,MOR,HUCMR,"Centro Bachillerato Tecnológico Agropecuario 154 Huitzilac, Mor.",15.5
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",0.5
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",4.1
-99.025,18.44,MOR,HUTMR,"Huautla, Mor.",0.01
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",0
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de Tecnología del Agua, Mor. SMN*",2.79
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",0.6
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",0.3
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",3.4
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",0.01
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",0.01
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",15.4
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",0
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",1.2
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",0
-99.429167,18.8675,MOR,PAPMR,"Palpan, Mor.",0.01
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",0
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",3.1
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",0
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",0.01
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",0
-98.83,18.638333,MOR,TEBMR,"Tepalcingo Bachillerato, Mor.",5.7
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",0.01
-99.078889,18.950833,MOR,TEPOZTLAN,"Tepoztlán, Mor. SMN*",0
-98.689722,18.876389,MOR,TETMR,"Tetela del Volcán, Mor.",0.4
-99.103889,18.794167,MOR,TICMR,"Ticumán, Mor.",0
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",3.7
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",0.01
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",3.5
-98.9,18.9,MOR,TLYMR,"Tlayacapan, Mor.",2.3
-99.241667,19.054167,MOR,TMAMR,"Tres Marías, Mor.",12.52
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",19.4
-99.1,18.691667,MOR,TMPMR,"Temilpa, Mor.",1.5
-98.92,18.9875,MOR,TOTMR,"Totolapan, Mor.",0.3
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",0
-99.072778,18.971389,MOR,TPZMR,"Tepoztlán, Mor.",0
