LON,LAT,EDO,CLAVE,ESTACION,mar-13
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",0
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",0
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",2.1
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",14
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",0
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",0
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",70
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",19.8
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",0
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",13.5
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",0.3
-107.9,27.9,CHIH,BTVCH,"Batovira, Chih.",8
-106.388333,26.474167,CHIH,C08061,"El Vergel, Chih.",0
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",34
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",3
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",13.1
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",0
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",0
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",0
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",0
-108.544722,27.430278,CHIH,CHINIPASCFE,"Chínipas, Chih. CFE*",3
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",0
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",3
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",0
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",1
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",0
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",0
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",4.11
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",0
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",0.01
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",0
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",0
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",0
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",0
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",0
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",0
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",0
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",0
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",0
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",2
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",13.1
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",0.4
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",0
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",0.01
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",0
-106.505,30.615556,CHIH,VillaAhumada,"Villa Ahumada, Chih. SMN*",0
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",0
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",3
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",0
-92.114167,17.248889,CHIS,AGUAAZUL,"Agua Azul, Chis. SGT*",94.5
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",0
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",0
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",71.9
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",0
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",0.1
-91.108333,16.785833,CHIS,BONAMPAK,"Bonampak, Chis. SMN*",19.63
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",0
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",5.61
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",0.01
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",41.6
-92.715556,16.578056,CHIS,CHIAPILLA,"Villa de Chiapilla, Chis. SGT*",5.3
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",0
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",22.31
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",0.3
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",0.35
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",0
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitán, Chis. PC*",0.25
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",0
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",0
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",0
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",7.4
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",0
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",0
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",44.6
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",8.2
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",0
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",0
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",0
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",1.01
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",78
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",0
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",22.8
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",19.4
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",0
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",32.11
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",25.4
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",0.01
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",0
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",93.7
-93.150556,17.225833,CHIS,OCOTEPEC,"Ocotepec, Chis. SGT*",76.6
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",5.4
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",93.22
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",0
-91.990278,17.525833,CHIS,PLQCP,"Palenque, Chis. SMN*",0
-92.4,14.7,CHIS,PTOCHIAPASmar,"Puerto Chiapas, Chis. SEMAR*",0
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",31.3
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",0.31
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",0
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",72.8
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",0.1
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",71.52
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",0.1
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",0
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",0.05
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",0
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",99.4
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",13
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",0.1
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",51.71
-92.136111,15.04,CHIS,SNJERONIMO,"San Jerónimo, Chis. SGT*",56.3
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",0
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",0
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",0.01
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",0
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",0.9
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",0
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",0
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",0
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",58
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",0
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",7.31
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",4.2
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",0
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",1.3
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",0
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",0
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",3
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",5
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",0
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",0
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",0
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",0
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",5.5
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",0.2
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",0.3
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",5.5
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",0
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",0.8
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",3
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",5
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",0
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",0
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",0
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",0
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",0
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",0.01
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",0.01
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",3.5
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",3.8
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",6.1
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",2.8
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",3.5
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",3.4
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",2.91
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",0.01
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",2.3
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",0
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",0
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",5.1
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",0.01
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",3.5
-104.1,18.936111,COL,RDRCM,"Radar, Col.",4
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",0
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",32
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",1.5
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",12.2
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",3.54
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",1.7
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",1.9
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",1
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",0
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",0
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",2.8
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",3.6
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",2.1
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",7.6
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",0.2
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",0
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",1
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",8.3
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",2.2
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",2.8
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",4
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",0
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",0
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",1
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",0.2
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",0
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",12.1
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",0.8
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",7
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",0
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",0.4
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",0.8
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",1.4
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",0
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",1.8
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",2
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",0
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",0.8
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",0.5
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",0
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",1.5
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",8.6
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",1.2
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",1.5
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",1.4
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",4.3
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",3
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",3.1
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",1
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",1.8
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",3
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",1.2
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",0
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",5.2
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",0.7
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",2.5
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",1.5
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",0
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",2
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",5.6
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",1
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",2.6
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",0
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",1.5
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",0
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",3.1
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",3.8
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",0.5
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",0
-104.7,24,DGO,CAGDR,"Campo Agrícola, Dgo.",0
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",0
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",0
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",0
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",0
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",0
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",0
-103.773611,25.265278,DGO,FZRDR,"Francisco Zarco, Dgo.",0
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",0
-105.952222,25.934444,DGO,GNCDR,"Guanaceví, Dgo.",0
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",0
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",0
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",0
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",0
-103.85,25.816667,DGO,MPMDR,"Mapimí, Dgo.",0
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",0
-104.6,24.1,DGO,OBSDR,"Observatorio de Durango, Dgo.",0.1
-104.656667,24.203889,DGO,PAGDR,"Peña del Aguila, Dgo.",0
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",0
-105.443056,25.225,DGO,SACDR,"Salomé Acosta, Dgo.",0
-104.925833,23.824444,DGO,SBBDR,"Santa Bárbara, Dgo.",0
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",0
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",0
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",0
-105.366667,25.953333,DGO,SMODR,"Santa María del Oro, Dgo.",0
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",0
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",0
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",0
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",0
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",0
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",0
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",0
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",0
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",0
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",3
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",8.2
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",11
-99.104722,18.106944,GRO,ATENANGOCFE,"Atenango del Río, Gro. CFE*",2.8
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",7.9
-99.400833,18.459444,GRO,BVSGR,"Buenavista, Gro.",10
-100.664444,18.358611,GRO,CALGR,"Ciudad Altamirano, Gro.",2.6
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",3.5
-100.089444,17.008889,GRO,CDBGR,"Coyuca de Benítez, Gro.",1.9
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",9.3
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",7
