LON,LAT,EDO,CLAVE,ESTACION,oct-18
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",18
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",0
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",0
-110.059167,23.805,BCS,SANBS,"San Antonio Sur, B.C.S.",11.7
-112.478611,26.2575,BCS,SANJUANICO,"San Juanico, B.C.S. SMN*",25.2
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",2
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",32
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",0.01
-109.998611,23.555556,BCS,SLAGUNA,"Sierra La Laguna, B.C.S. SMN*",44
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",10.9
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",4
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",65.5
-89.8925,18.365,CAMP,CALAKMUL,"Calakmul, Camp. SMN*",0
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",112.12
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",188.41
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",144.52
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",315.52
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",163.14
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",306.81
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",131.13
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",194
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",128.4
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",110.8
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",187.5
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",55.5
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",153.41
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",169.5
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",55
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",43.5
-106.219444,27.446667,CHIH,BOCADELRIO,"Boca del Río, Chih. SGT*",0
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",135.5
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",12.6
-107.9,27.9,CHIH,BTVCH,"Batovira, Chih.",7.51
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",116.5
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",92.5
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",54.5
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",14.7
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",99.43
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",10.41
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",4.31
-106.030278,28.670556,CHIH,CHIHUAHUAob,"Observatorio de Chihuahua, Chih. SMN*",15.4
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",93.26
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",103.01
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",17.5
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",9.52
-105.382222,27.576389,CHIH,Colina,"Colina, Chih. SGT*",12.75
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",6.41
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",55.01
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",77.6
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",61.6
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",15.72
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",22.5
-108.427222,30.838889,CHIH,Janos,"Janos, Chih. SMN*",54.4
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",7.6
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",10.02
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",40.81
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",28.52
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",6.86
-106.486111,28.803333,CHIH,Majalca,"Cumbres de Majalca, Chih. SMN*",56.4
-104.43,29.583333,CHIH,OjinagaC,"Ojinaga Río Conchos, Chih. CILA*",34.5
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",48.51
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",68.53
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",19.25
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",101.01
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",14.91
-106.383333,26.466667,CHIH,RVGCH,"El Vergel, Chih.",39.8
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",11.03
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",68.5
-107.816667,28.95,CHIH,TEMOSACHICob,"Observatorio de Temósachic, Chih. SMN*",44.2
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",48.36
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",40.02
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",45.6
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",71.53
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",38.01
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",34
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",131.6
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",207.6
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",157.05
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",320.63
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",362
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",115
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",106.6
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",595.84
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",57.42
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",154.4
-91.949722,17.85,CHIS,CATAZAJA,"Catazajá, Chis. SGT*",141.9
-93.117222,16.757778,CHIS,CENTRO2APTE,"Centro Segunda Poniente, Chis. SGT*",69.1
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",161
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",396.2
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",232.4
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",55.02
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",246.11
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",3.5
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",102
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",101.02
-92.246111,15.356667,CHIS,CREDMOTOZINTLA,"Cred Motozintla, Chis. SMN*",10.06
-93.15,16.730556,CHIS,CRISTALTV,"Cristal TV Azteca, Chis. SGT*",80.4
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",220.6
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",214.2
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",345.13
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",3.5
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",103
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",70.3
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",384.02
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",242.4
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",179.2
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",414.8
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",607.03
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",264.1
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",66.4
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",402.22
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",580.9
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",273.4
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",205.8
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",248.3
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",290.3
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",292.01
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",223.9
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",3.5
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",45
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",115.1
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",92.9
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",537.05
-93.105833,16.741944,CHIS,MODULO5,"Módulo Cinco, Chis. SGT*",82.8
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",3.5
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",119.8
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",75.6
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",143.3
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",188.6
-93.087778,16.760278,CHIS,PARQUEOTE,"Parque Oriente, Chis. SGT*",71.7
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",66.42
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",313.6
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",378.54
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",74.8
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",86.6
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",86.8
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",317
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",222.13
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",336.8
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",103.11
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",329.31
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",3.5
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",325.3
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",3.5
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",72.7
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",90.9
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",195.31
-93.1,16.786111,CHIS,SECTEC103,"Secundaria Técnica 103, Chis. SGT*",95.9
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",182.6
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",276.7
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",239.2
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",218.9
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",3.5
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",253.9
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",91.2
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",3.5
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",474.5
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",449.3
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",428.8
-93.0575,16.736111,CHIS,TRABAJOSOCIAL,"Trabajo Social, Chis. SGT*",108.7
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",3.5
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",80.75
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",3.5
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",75.62
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",3.5
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",79.7
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",101.5
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",367.4
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",205.01
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",275.8
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",125.9
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",89.02
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",112
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",27.71
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",155
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",38.3
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",175
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",53.01
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",196
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",34.22
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",41.06
-100.954444,29.329167,COAH,LasVacasC,"Las Vacas Ciudad Acuña, Coah. CILA*",103.4
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",46.5
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",52.8
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",159.4
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",49.2
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",70.2
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",66.5
-100.556944,28.667778,COAH,RioEscondidoC,"Río Escondido Villa de Fuentes, Coah. CILA*",49.75
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",37
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",35.31
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",117.75
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",74
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",83
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",143.5
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",97.3
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",50
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",38.51
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",27.2
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",38.51
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",185.53
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",184.1
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",212.74
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",56
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",148.5
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",180.92
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",143
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",124.44
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",60.3
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",126.43
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",0.76
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",107.6
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",137.71
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",275.22
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",83.5
-104.1,18.936111,COL,RDRCM,"Radar, Col.",176.41
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",99.01
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",82.01
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",176.54
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",172.98
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",54.45
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",101.35
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",92.7
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",66.31
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",153.6
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",140.47
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",51.55
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",159.26
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",89
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",62
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",157.99
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",105.4
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",30
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",64.51
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",113.02
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",101.1
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",152.6
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",112.78
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",203.7
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",105.6
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",132.26
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",96.53
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",122.44
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",264.16
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",83.31
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",0
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",140.19
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",62.73
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",11.69
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",66.29
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",116.59
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",117.83
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",72.89
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",83.83
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",129.02
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",94.24
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",96.52
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",82.81
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",77.46
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",159.26
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",46.21
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",58.94
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",34.8
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",95.26
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",79.74
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",169.4
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",103.64
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",86.86
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",102.59
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",93.46
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",39.6
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",124.21
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",120.39
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",24.14
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",107
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",42.15
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",79.5
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",87.36
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",109.47
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",29.97
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",81.54
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",139.95
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",76.2
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",96.5
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",129.28
