LON,LAT,EDO,CLAVE,ESTACION,jun-14
-102.309722,21.895,AGS,AGSAG,"Aguascalientes, Ags.",113.3
-102.585833,22.177222,AGS,ALMAG,"Alamitos, Ags.",219
-102.464167,22.188611,AGS,ANVAG,"Cincuenta Aniversario, Ags.",61
-102.184167,21.738611,AGS,BRTAG,"San Bartolo, Ags.",142.8
-102.712222,21.849167,AGS,CALVILLO,"Calvillo, Ags. SMN*",108.3
-102.676944,21.9975,AGS,CDRAG,"La Codorniz, Ags.",172.5
-102.197222,22.007222,AGS,CHOAG,"Cañada Honda, Ags.",112.6
-102.711667,21.836667,AGS,CLVAG,"Calvillo, Ags.",132.5
-101.9925,21.897778,AGS,CNSAG,"Los Conos, Ags.",199.9
-102.296944,22.362778,AGS,CSOAG,"Cosío, Ags.",81
-102.356944,22.121667,AGS,JCQAG,"Jocoque, Ags.",80.2
-102.788333,21.8075,AGS,MNLAG,"Media Luna, Ags.",185.82
-102.371667,21.780556,AGS,NGRAG,"El Niágara, Ags.",130
-102.001944,22.020556,AGS,NVLAG,"El Novillo, Ags.",139.5
-102.290556,21.850833,AGS,OBSAG,"Observatorio de Aguascalientes, Ags.",115.5
-102.465,22.189167,AGS,P50ANIV,"Presa Cincuenta Aniversario, Ags. SMN*",61.8
-101.966667,21.916667,AGS,PALAG,"Palo Alto, Ags.",268
-102.279167,22.147222,AGS,PBLAG,"Pabellón, Ags.",64
-102.417222,22.141111,AGS,PECAG,"Plutarco Elías Calles, Ags.",77.5
-102.135,22.202778,AGS,PTOAG,"Puerto de la Concepción, Ags.",173.4
-102.4375,22.235,AGS,PTRAG,"Derivadora Pabellón, Ags.",78.4
-102.608611,22.269722,AGS,SIERRAFRIA,"Sierra Fría, Ags. SMN*",216.2
-102.109167,21.885,AGS,SNVAG,"Sandovales, Ags.",184.3
-102.127778,21.807778,AGS,TNJAG,"La Tinaja 2, Ags.",141.5
-102.0675,22.097778,AGS,VJZAG,"Villa Juárez, Ags.",136.2
-116.204167,32.271944,BC,AGHBN,"Agua Hechicera, B.C.",0
-116.908333,32.444722,BC,ALRBN,"Abelardo L. Rodríguez, B.C.",0
-113.560278,28.896389,BC,BAABN,"Bahía de los Angeles, B.C. SMN*",0
-116.696944,32.479444,BC,CRRBN,"El Carrizo, B.C.",0
-116.584444,32.243611,BC,CSRBN,"Carmen Serdán, B.C.",0
-116.821111,32.472222,BC,EFLBN,"El Florido, B.C.",0
-116.6025,31.890278,BC,ELZBN,"Emilio López Zamora, B.C.",0
-115.15,32.411111,BC,ENLBN,"Observatorio de Ejido Nuevo León, B.C.",0
-116.302778,32.516389,BC,HNGBN,"El Hongo, B.C.",0
-115.1875,28.034444,BC,ISLACEDROSmar,"Isla Cedros, B.C. SEMAR*",1.02
-115.466667,32.55,BC,MXCBN,"Mexicali, B.C.",0
-116.908333,32.4475,BC,PABELARLRDGZ2,"Abelardo L. Rodríguez 2, B.C. SMN*",0
-114.729444,32.703889,BC,PDMBN,"Presa derivadora Morelos, B.C.",0
-116.678333,32.543889,BC,PRTBN,"La Puerta, B.C.",0
-116.64,31.704444,BC,PTBBN,"Punta Banda, B.C.",0
-114.839444,31.029167,BC,SFLBN,"Observatorio de San Felipe, B.C.",0
-115.9375,30.531111,BC,SQNBN,"San Quintín, B.C. SMN*",0
-114.3,27.1425,BCS,ASUBS,"Bahía Asunción, B.C.S.",92.5
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",0
-109.424444,23.445278,BCS,CPULMO,"Cabo Pulmo, B.C.S. SMN*",0
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",4.5
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",0
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",0
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",0
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",0
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",0
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",0
