Latitude: 16.94846  Longitude: -92.72281
X & Y on Lambert Conformal Conic: 813205.05 -2759496.97
Tile: 9584
Elevation: 1653 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,tmax (deg c),tmin (deg c)
2015,213,26.96,14.34
2015,214,27.33,13.24
2015,215,28.11,13.66
2015,216,28.50,14.54
2015,217,28.71,14.15
2015,218,28.22,14.07
2015,219,29.20,13.39
2015,220,29.69,13.31
2015,221,29.99,13.71
2015,222,29.87,13.83
2015,223,28.29,14.02
2015,224,26.86,14.34
2015,225,24.98,14.98
2015,226,26.88,15.17
2015,227,27.39,14.27
2015,228,28.53,13.85
2015,229,27.25,14.91
2015,230,28.02,15.53
2015,231,29.02,15.28
2015,232,30.02,14.93
2015,233,29.35,14.44
2015,234,27.27,13.53
2015,235,28.08,13.15
2015,236,27.95,13.21
2015,237,26.77,13.66
2015,238,27.51,13.32
2015,239,27.36,13.31
2015,240,26.64,15.09
2015,241,25.68,14.88
2015,242,27.01,13.85
2015,243,27.74,13.72
2015,244,28.25,13.70
2015,245,28.62,14.72
2015,246,27.08,15.17
2015,247,27.26,14.59
2015,248,27.39,14.65
2015,249,27.64,15.38
2015,250,26.56,15.21
2015,251,25.98,14.45
2015,252,25.73,14.43
2015,253,27.61,13.92
2015,254,27.85,14.98
2015,255,28.64,15.23
2015,256,28.41,14.91
2015,257,27.49,14.88
2015,258,26.27,14.92
2015,259,27.20,14.96
2015,260,27.65,15.22
2015,261,27.46,14.07
2015,262,27.42,13.65
2015,263,26.76,15.32
2015,264,26.59,14.72
2015,265,25.63,15.85
2015,266,25.85,15.58
2015,267,25.41,15.21
2015,268,25.78,14.98
2015,269,25.31,15.32
2015,270,26.47,15.15
2015,271,27.04,15.63
2015,272,26.45,15.62
2015,273,25.66,16.30
2015,274,25.60,15.79
2015,275,24.67,14.99
2015,276,25.46,13.39
2015,277,27.57,11.84
2015,278,27.52,13.78
2015,279,27.62,12.95
2015,280,26.86,11.06
2015,281,27.49,10.68
2015,282,27.87,12.40
2015,283,27.94,12.82
2015,284,26.62,14.95
2015,285,27.71,13.56
2015,286,28.16,13.36
2015,287,28.37,13.52
2015,288,25.59,13.53
2015,289,24.71,14.08
2015,290,23.77,15.19
2015,291,23.59,15.34
2015,292,24.73,15.94
2015,293,25.17,15.60
2015,294,25.69,14.20
2015,295,26.17,15.30
2015,296,26.83,15.26
2015,297,27.34,14.61
2015,298,27.34,14.29
2015,299,27.34,14.53
2015,300,25.94,14.72
2015,301,27.63,13.86
2015,302,27.09,14.11
2015,303,27.32,15.70
2015,304,27.34,15.24
2015,305,28.33,14.27
2015,306,28.27,14.01
2015,307,26.74,14.18
2015,308,26.11,13.29
2015,309,25.35,12.88
2015,310,25.78,13.14
2015,311,26.02,13.61
2015,312,26.33,14.71
2015,313,26.19,14.82
2015,314,25.40,13.90
2015,315,25.58,14.02
2015,316,26.02,14.54
2015,317,24.67,14.96
2015,318,23.39,15.14
2015,319,23.10,14.88
2015,320,24.26,14.95
2015,321,27.27,14.47
2015,322,27.94,14.16
2015,323,27.94,13.93
2015,324,25.53,14.68
2015,325,24.77,15.28
2015,326,24.79,15.18
2015,327,22.70,15.07
2015,328,23.62,14.84
2015,329,23.84,11.75
2015,330,24.98,11.77
2015,331,25.62,13.69
2015,332,25.66,11.26
2015,333,23.63,10.76
2015,334,24.79,10.77
2015,335,25.16,9.28
2015,336,25.86,9.64
2015,337,25.67,10.95
2015,338,23.92,12.93
2015,339,22.62,13.41
2015,340,21.83,12.88
2015,341,21.40,12.69
2015,342,23.50,12.92
2015,343,24.28,11.64
2015,344,25.04,11.72
2015,345,25.47,12.66
2015,346,19.03,12.58
2015,347,16.47,6.84
2015,348,24.50,13.96
2015,349,23.00,11.70
2015,350,27.38,11.57
2015,351,28.09,12.12
2015,352,24.68,13.62
2015,353,16.58,-1.41
2015,354,17.94,3.54
2015,355,19.09,9.54
2015,356,18.80,10.01
2015,357,23.17,10.49
2015,358,26.69,11.62
2015,359,26.92,12.30
2015,360,26.55,12.15
2015,361,27.42,11.75
2015,362,26.61,11.49
2015,363,26.63,11.42
2015,364,25.86,12.30
2015,365,26.12,12.13
2016,1,25.27,13.39
2016,2,25.32,13.99
2016,3,24.98,13.25
2016,4,24.23,13.05
2016,5,22.29,11.83
2016,6,22.75,10.41
2016,7,25.17,10.46
2016,8,25.32,8.52
2016,9,24.73,8.30
2016,10,24.56,9.91
2016,11,23.94,10.24
2016,12,24.56,10.56
2016,13,24.99,10.43
2016,14,23.94,12.39
2016,15,25.41,12.51
2016,16,26.33,10.74
2016,17,26.35,10.33
2016,18,23.57,9.75
2016,19,24.65,9.14
2016,20,22.84,10.60
2016,21,22.88,11.47
2016,22,25.18,8.98
2016,23,22.23,8.21
2016,24,23.81,7.58
2016,25,23.31,5.25
2016,26,25.89,6.49
2016,27,26.04,7.73
2016,28,26.36,9.49
2016,29,21.75,9.72
2016,30,24.05,8.14
2016,31,25.28,9.06
2016,32,27.10,9.78
2016,33,28.28,10.66
2016,34,29.30,11.02
2016,35,28.41,11.88
2016,36,22.59,10.40
2016,37,21.70,9.59
2016,38,21.04,10.20
2016,39,23.61,6.63
2016,40,24.30,5.05
2016,41,19.26,5.09
2016,42,21.59,6.84
2016,43,23.51,5.87
2016,44,22.77,7.89
2016,45,23.48,7.90
2016,46,26.45,7.58
2016,47,25.88,9.70
2016,48,26.33,8.63
2016,49,23.90,10.09
2016,50,24.05,11.80
2016,51,25.80,11.54
2016,52,26.15,11.09
2016,53,28.20,10.26
2016,54,26.47,10.60
2016,55,27.39,10.03
2016,56,26.25,9.17
2016,57,22.44,9.97
2016,58,22.69,9.77
2016,59,23.48,10.32
2016,60,27.29,10.11
2016,61,28.22,10.18
2016,62,28.84,11.36
2016,63,26.21,12.19
2016,64,22.72,12.22
2016,65,24.25,11.98
2016,66,25.50,11.34
