Latitude: 20.85525  Longitude: -104.81654
X & Y on Lambert Conformal Conic: -512749.14 -2331923.51
Tile: 9938
Elevation: 697 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,tmax (deg c),tmin (deg c)
2015,213,32.69,21.25
2015,214,32.63,21.49
2015,215,32.89,20.91
2015,216,33.04,19.90
2015,217,33.07,22.82
2015,218,34.43,20.00
2015,219,34.29,21.10
2015,220,33.05,22.21
2015,221,34.69,20.05
2015,222,33.28,21.80
2015,223,33.41,21.92
2015,224,32.99,20.55
2015,225,32.16,21.78
2015,226,33.36,20.70
2015,227,32.88,21.88
2015,228,33.11,21.15
2015,229,31.08,20.93
2015,230,32.21,20.44
2015,231,33.13,19.91
2015,232,33.81,20.44
2015,233,32.73,22.14
2015,234,33.21,22.44
2015,235,33.35,20.22
2015,236,31.91,19.52
2015,237,32.86,21.02
2015,238,32.81,20.62
2015,239,33.31,19.80
2015,240,32.17,20.95
2015,241,32.79,21.64
2015,242,33.25,21.84
2015,243,33.68,21.04
2015,244,32.83,20.45
2015,245,32.12,21.50
2015,246,33.09,21.34
2015,247,33.37,21.81
2015,248,32.22,21.24
2015,249,32.44,21.24
2015,250,34.03,21.03
2015,251,32.30,20.85
2015,252,32.59,21.16
2015,253,34.27,20.54
2015,254,32.00,21.66
2015,255,31.47,20.92
2015,256,32.18,21.23
2015,257,32.21,21.08
2015,258,32.74,21.89
2015,259,32.53,20.85
2015,260,32.07,20.87
2015,261,31.46,21.24
2015,262,31.83,21.31
2015,263,33.78,21.13
2015,264,32.07,21.34
2015,265,32.65,21.32
2015,266,32.13,21.54
2015,267,32.73,21.73
2015,268,32.90,22.07
2015,269,32.03,20.64
2015,270,31.23,19.60
2015,271,32.29,18.70
2015,272,32.23,21.27
2015,273,32.79,20.18
2015,274,31.71,20.56
2015,275,33.44,18.62
