Latitude: 16.56317  Longitude: -95.99305
X & Y on Lambert Conformal Conic: 450314.97 -2829026.48
Tile: 9583
Elevation: 858 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,tmax (deg c),tmin (deg c)
2015,213,31.79,18.36
2015,214,32.11,19.10
2015,215,32.67,18.31
2015,216,33.16,18.71
2015,217,32.58,20.27
2015,218,33.09,20.25
2015,219,33.58,19.76
2015,220,33.63,19.83
2015,221,34.20,18.62
2015,222,33.59,18.64
2015,223,32.92,18.78
2015,224,31.26,18.74
2015,225,29.99,19.00
2015,226,30.63,19.16
2015,227,31.85,18.38
2015,228,32.97,18.17
2015,229,31.09,19.67
2015,230,31.48,20.08
2015,231,32.90,19.88
2015,232,33.15,20.07
2015,233,32.60,20.05
2015,234,31.34,18.80
2015,235,32.07,18.00
2015,236,32.22,19.41
2015,237,32.43,18.48
2015,238,31.24,18.84
2015,239,31.05,18.82
2015,240,30.97,19.31
2015,241,30.25,19.00
2015,242,31.14,18.87
2015,243,31.64,19.82
2015,244,32.27,19.89
2015,245,32.20,19.41
2015,246,31.57,19.92
2015,247,31.27,19.28
2015,248,31.17,19.02
2015,249,31.26,18.84
2015,250,31.08,18.87
2015,251,31.74,18.46
2015,252,30.82,18.47
2015,253,31.96,18.49
2015,254,32.02,18.56
2015,255,32.24,19.24
2015,256,31.25,19.47
2015,257,32.17,19.62
2015,258,30.87,18.82
2015,259,30.72,19.52
2015,260,31.12,19.37
2015,261,30.87,18.87
2015,262,31.78,18.24
2015,263,32.21,19.02
2015,264,31.89,19.34
2015,265,31.37,20.36
2015,266,30.90,19.04
2015,267,31.38,19.32
2015,268,31.27,19.00
2015,269,29.59,19.49
2015,270,28.87,18.42
2015,271,29.72,18.69
2015,272,29.38,18.91
2015,273,29.82,20.04
2015,274,29.58,18.87
2015,275,30.40,18.04
2015,276,30.64,17.93
2015,277,31.88,16.81
2015,278,31.23,18.53
2015,279,32.15,18.48
2015,280,32.28,16.34
2015,281,32.31,16.90
2015,282,32.42,17.98
2015,283,32.61,17.56
2015,284,31.50,18.71
2015,285,31.99,19.42
2015,286,31.84,19.41
2015,287,32.99,18.59
2015,288,31.10,18.29
2015,289,31.62,19.42
2015,290,30.13,18.95
2015,291,28.48,19.30
2015,292,27.95,19.16
2015,293,28.71,19.15
2015,294,30.43,18.09
2015,295,30.09,19.20
2015,296,30.47,19.40
2015,297,31.22,19.20
2015,298,30.92,18.87
2015,299,31.13,18.63
2015,300,30.04,19.34
2015,301,31.75,19.26
2015,302,31.16,19.38
2015,303,31.72,19.39
2015,304,30.45,19.33
2015,305,31.44,18.64
2015,306,31.47,18.10
2015,307,30.97,18.22
2015,308,30.98,18.95
2015,309,31.48,17.28
2015,310,31.16,18.07
2015,311,30.62,18.34
2015,312,31.02,18.43
2015,313,31.15,19.72
2015,314,31.40,19.61
2015,315,31.18,19.80
2015,316,32.29,18.01
2015,317,30.40,18.06
2015,318,29.26,19.10
2015,319,29.48,18.69
2015,320,29.65,18.80
2015,321,32.25,19.08
2015,322,31.26,19.31
2015,323,32.72,17.83
2015,324,30.21,18.67
2015,325,30.36,19.95
2015,326,30.52,18.82
2015,327,28.46,19.36
2015,328,29.01,18.69
2015,329,29.42,17.20
2015,330,31.17,17.70
2015,331,32.10,18.42
2015,332,30.98,18.36
2015,333,31.28,17.14
2015,334,30.32,16.33
2015,335,30.80,16.00
2015,336,31.21,15.37
2015,337,30.77,16.24
2015,338,28.68,16.92
2015,339,27.10,16.36
2015,340,28.83,17.32
2015,341,29.37,16.83
2015,342,29.06,17.61
2015,343,29.22,17.80
2015,344,30.95,15.89
2015,345,30.30,16.43
2015,346,23.20,16.15
2015,347,20.30,9.88
2015,348,28.31,17.82
2015,349,26.60,11.76
2015,350,31.66,16.34
2015,351,32.04,16.65
2015,352,30.31,18.57
2015,353,20.65,1.51
2015,354,22.02,6.65
2015,355,23.07,13.04
2015,356,22.78,13.42
2015,357,27.45,13.57
2015,358,30.10,16.84
2015,359,32.49,16.73
2015,360,31.51,16.54
