Latitude: 19.69735  Longitude: -103.51065
X & Y on Lambert Conformal Conic: -379366.99 -2470422.3
Tile: 9759
Elevation: 1558 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,tmax (deg c),tmin (deg c)
2015,213,28.92,16.11
2015,214,29.28,16.64
2015,215,29.26,16.03
2015,216,29.60,15.14
2015,217,29.47,17.02
2015,218,30.93,14.04
2015,219,30.47,15.26
2015,220,29.73,16.64
2015,221,31.13,15.19
2015,222,30.02,16.74
2015,223,30.21,16.00
2015,224,28.87,14.73
2015,225,27.44,16.56
2015,226,29.61,16.02
2015,227,29.45,16.62
2015,228,30.11,16.43
2015,229,27.10,16.14
2015,230,28.61,15.32
2015,231,29.26,15.08
2015,232,29.88,15.04
2015,233,28.51,16.58
2015,234,30.00,17.07
2015,235,29.31,15.46
2015,236,28.01,14.70
2015,237,29.12,15.94
2015,238,29.06,14.94
2015,239,28.89,14.25
2015,240,28.02,15.44
2015,241,28.82,15.39
2015,242,29.62,15.69
2015,243,30.36,15.81
2015,244,28.62,15.19
2015,245,28.14,16.56
2015,246,29.12,16.70
2015,247,29.38,16.55
2015,248,28.36,16.55
2015,249,28.39,16.92
2015,250,30.54,16.43
2015,251,28.79,16.14
2015,252,28.97,16.35
2015,253,31.23,15.81
2015,254,28.29,17.35
2015,255,28.10,15.65
2015,256,29.83,16.52
2015,257,28.68,16.85
2015,258,28.85,17.45
2015,259,28.62,16.55
2015,260,28.64,16.66
2015,261,27.63,17.06
2015,262,28.46,16.82
2015,263,29.77,16.04
2015,264,29.05,16.14
2015,265,29.83,15.90
2015,266,28.76,14.83
2015,267,29.15,15.40
2015,268,29.20,16.41
2015,269,28.47,15.78
2015,270,27.21,14.54
2015,271,28.64,13.91
2015,272,28.46,16.10
2015,273,28.55,14.61
2015,274,27.30,14.80
2015,275,29.70,12.60
2015,276,28.17,14.23
2015,277,28.25,13.52
2015,278,28.00,14.24
2015,279,28.52,14.04
2015,280,29.54,16.60
2015,281,30.41,15.78
2015,282,28.23,16.91
2015,283,29.75,16.41
2015,284,28.64,15.73
2015,285,30.04,15.65
2015,286,31.22,15.74
2015,287,30.30,16.42
2015,288,29.77,15.69
2015,289,29.37,15.00
2015,290,28.50,15.01
2015,291,28.84,15.82
2015,292,27.35,15.63
2015,293,28.48,15.28
2015,294,31.09,13.98
2015,295,32.23,13.86
2015,296,28.04,16.26
2015,297,27.53,16.12
2015,298,25.75,16.28
2015,299,30.24,14.89
2015,300,29.06,15.43
2015,301,28.77,15.78
2015,302,28.22,15.66
2015,303,27.78,15.46
2015,304,25.26,15.02
2015,305,24.84,14.04
2015,306,26.59,12.35
2015,307,26.33,13.92
2015,308,28.89,14.16
2015,309,28.97,13.94
2015,310,29.80,14.27
2015,311,29.66,15.60
2015,312,29.01,16.05
2015,313,28.99,16.25
2015,314,29.02,15.38
2015,315,29.84,15.08
2015,316,30.01,13.98
2015,317,30.13,14.33
2015,318,28.69,15.38
2015,319,27.65,14.84
2015,320,27.93,14.28
2015,321,29.09,14.41
2015,322,27.75,12.35
2015,323,30.45,13.74
2015,324,29.34,12.53
2015,325,29.27,15.41
2015,326,28.34,15.27
2015,327,28.61,14.95
2015,328,28.90,13.85
2015,329,29.63,12.58
2015,330,27.65,15.15
2015,331,25.90,16.55
2015,332,26.60,14.99
2015,333,28.68,14.24
2015,334,29.22,12.79
2015,335,31.12,13.43
2015,336,30.27,15.56
2015,337,28.86,14.71
2015,338,26.79,12.80
2015,339,24.43,12.39
2015,340,26.98,13.48
2015,341,27.17,12.71
2015,342,26.13,12.93
2015,343,26.07,13.70
2015,344,25.88,12.90
2015,345,26.77,12.23
2015,346,20.27,11.44
2015,347,17.34,4.88
2015,348,21.34,10.71
2015,349,23.87,4.53
2015,350,25.63,9.67
2015,351,26.39,10.41
2015,352,26.36,11.73
2015,353,17.38,-2.16
2015,354,18.46,2.78
2015,355,19.04,8.62
2015,356,19.58,8.44
2015,357,23.95,8.28
2015,358,25.96,11.78
2015,359,26.74,12.47
2015,360,26.63,10.11
2015,361,27.23,11.17
2015,362,24.91,10.00
2015,363,26.30,9.51
2015,364,26.62,11.09
2015,365,28.65,13.87
2016,1,27.91,13.12
2016,2,28.63,13.94
2016,3,27.22,13.49
2016,4,26.81,12.72
2016,5,26.78,10.47
2016,6,26.01,11.51
2016,7,24.35,9.68
2016,8,23.37,8.31
2016,9,24.26,7.89
2016,10,23.82,8.78
2016,11,25.97,7.66
2016,12,26.34,4.20
2016,13,26.25,8.24
2016,14,21.26,7.06
2016,15,23.07,7.38
2016,16,23.90,7.04
2016,17,23.62,6.38
2016,18,27.87,6.14
2016,19,25.28,6.35
2016,20,24.79,7.36
2016,21,25.61,8.71
2016,22,26.23,8.70
2016,23,27.42,8.48
2016,24,25.40,8.94
2016,25,25.94,9.71
2016,26,26.81,12.99
2016,27,25.06,7.46
2016,28,23.34,7.45
2016,29,22.30,8.86
2016,30,24.71,9.63
2016,31,24.36,10.54
2016,32,26.35,11.09
2016,33,27.67,10.08
2016,34,26.51,10.62
2016,35,29.04,9.25
2016,36,28.99,8.39
2016,37,28.32,9.62
2016,38,27.51,11.83
2016,39,25.12,9.25
2016,40,26.55,9.74
2016,41,21.58,11.51
2016,42,24.12,12.25
2016,43,26.21,10.70
2016,44,26.96,11.23
2016,45,27.45,9.39
2016,46,27.18,9.26
2016,47,27.76,10.89
2016,48,30.33,10.26
2016,49,30.33,12.64
2016,50,29.81,11.04
2016,51,30.61,10.99
2016,52,29.70,11.13
2016,53,31.17,11.59
2016,54,28.89,11.03
2016,55,29.39,10.74
2016,56,30.44,10.50
2016,57,29.57,13.04
2016,58,30.07,13.99
2016,59,26.03,12.80
2016,60,27.14,12.04
2016,61,27.08,12.78
2016,62,27.88,11.32
2016,63,27.88,11.75
2016,64,27.96,11.53
2016,65,28.10,11.88
2016,66,29.08,11.82
2016,67,29.60,11.27
2016,68,26.67,11.27
2016,69,22.63,10.39
2016,70,18.31,5.42
2016,71,21.62,5.34
2016,72,23.46,9.08
2016,73,27.53,7.07
2016,74,28.28,9.46
2016,75,31.14,9.43
2016,76,28.78,11.91
2016,77,28.10,13.71
2016,78,27.71,12.16
2016,79,25.76,12.24
2016,80,29.18,10.13
2016,81,26.56,10.55
2016,82,27.05,12.27
2016,83,27.10,13.05
2016,84,26.67,13.34
2016,85,28.27,11.91
2016,86,28.07,12.13
2016,87,27.85,12.47
2016,88,29.71,12.78
2016,89,31.26,11.31
2016,90,28.69,11.80
2016,91,29.11,12.47
2016,92,28.44,11.86
2016,93,27.33,11.79
2016,94,30.45,11.38
2016,95,29.84,11.74
2016,96,31.62,13.32
2016,97,31.98,13.93
2016,98,29.67,14.92
2016,99,31.57,14.94
2016,100,32.05,14.72
2016,101,32.22,14.81
2016,102,31.12,14.12
2016,103,31.13,14.65
2016,104,31.87,13.85
2016,105,32.90,14.56
2016,106,31.94,13.87
2016,107,30.12,13.78
2016,108,29.32,13.43
2016,109,29.60,14.89
2016,110,32.50,14.94
2016,111,30.70,15.15
2016,112,27.84,12.89
2016,113,29.85,12.11
2016,114,29.02,14.13
2016,115,28.66,11.19
2016,116,32.00,11.22
2016,117,29.59,12.15
2016,118,27.27,12.72
2016,119,30.47,10.21
2016,120,29.49,11.63
2016,121,27.62,11.98
2016,122,29.35,11.54
2016,123,27.14,13.71
2016,124,34.50,13.17
2016,125,33.66,14.23
2016,126,32.98,14.80
2016,127,35.51,16.99
2016,128,32.41,16.61
2016,129,32.49,15.90
2016,130,30.48,15.38
2016,131,29.63,14.72
2016,132,31.10,17.44
2016,133,29.64,16.41
2016,134,30.51,16.16
2016,135,31.93,15.98
