Latitude: 18.21559  Longitude: -96.97543
X & Y on Lambert Conformal Conic: 333025.32 -2642294.42
Tile: 9762
Elevation: 1968 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,tmax (deg c),tmin (deg c)
2015,213,27.33,11.63
2015,214,26.89,11.52
2015,215,28.24,11.13
2015,216,28.30,11.64
2015,217,27.49,12.59
2015,218,28.18,12.30
2015,219,28.52,12.05
2015,220,28.35,12.19
2015,221,29.67,11.92
2015,222,28.91,11.81
2015,223,28.28,11.61
2015,224,25.97,11.95
2015,225,23.41,12.43
2015,226,25.64,12.63
2015,227,26.92,10.84
2015,228,28.77,11.14
2015,229,26.78,13.29
2015,230,25.70,13.55
2015,231,27.29,13.82
2015,232,27.99,13.19
2015,233,27.33,13.94
2015,234,26.12,12.76
2015,235,26.54,12.15
2015,236,26.66,12.31
2015,237,27.21,12.00
2015,238,25.58,12.62
2015,239,24.37,12.73
2015,240,24.27,12.51
2015,241,24.33,12.48
2015,242,25.66,12.95
2015,243,25.66,13.14
2015,244,26.35,12.96
2015,245,26.39,13.44
2015,246,26.20,13.77
2015,247,26.11,13.50
2015,248,25.13,12.71
2015,249,25.26,12.74
2015,250,26.25,12.93
2015,251,26.97,12.10
2015,252,26.38,12.14
2015,253,27.77,11.42
2015,254,27.33,12.14
2015,255,27.23,13.05
2015,256,25.95,14.09
2015,257,26.61,14.79
2015,258,25.98,14.12
2015,259,25.24,15.09
2015,260,25.14,14.44
2015,261,25.19,13.44
2015,262,26.63,11.66
2015,263,26.96,11.96
2015,264,26.02,13.36
2015,265,25.69,12.95
2015,266,25.10,11.67
2015,267,26.20,11.49
2015,268,25.65,12.85
2015,269,23.27,13.66
2015,270,22.83,13.15
2015,271,23.92,12.94
2015,272,23.82,13.76
2015,273,23.33,14.23
2015,274,23.06,13.14
2015,275,25.56,11.07
2015,276,25.17,9.30
2015,277,26.76,7.16
2015,278,25.93,11.03
2015,279,27.99,10.60
2015,280,27.40,8.67
2015,281,27.55,8.85
2015,282,27.99,10.46
2015,283,27.12,10.48
2015,284,25.68,12.47
2015,285,26.97,12.47
2015,286,26.92,11.97
2015,287,27.94,11.03
2015,288,25.10,10.88
2015,289,25.30,10.35
2015,290,24.64,11.39
2015,291,22.39,13.48
2015,292,21.24,13.08
2015,293,23.02,12.11
2015,294,26.05,11.38
2015,295,25.27,12.37
2015,296,26.20,14.83
2015,297,27.29,13.72
2015,298,26.76,14.04
2015,299,25.65,12.57
2015,300,24.37,13.30
2015,301,27.06,13.69
2015,302,26.20,13.00
2015,303,27.32,13.23
2015,304,25.96,13.53
2015,305,27.01,13.93
2015,306,26.63,12.21
2015,307,25.76,11.41
2015,308,26.40,11.62
2015,309,26.90,10.16
2015,310,26.20,9.70
2015,311,25.54,11.50
2015,312,26.00,12.55
2015,313,24.75,13.04
2015,314,26.56,12.05
2015,315,26.81,12.46
2015,316,28.23,10.06
2015,317,25.72,11.08
2015,318,22.70,13.25
2015,319,22.54,12.37
2015,320,23.32,12.82
2015,321,28.33,11.13
2015,322,26.54,11.86
2015,323,27.88,12.38
2015,324,24.02,11.88
2015,325,24.62,12.11
2015,326,25.18,12.00
2015,327,21.01,11.74
2015,328,22.62,10.38
2015,329,23.82,9.96
2015,330,26.55,10.25
2015,331,26.36,10.39
2015,332,24.92,11.37
2015,333,25.63,9.15
2015,334,25.50,8.01
2015,335,25.80,7.66
2015,336,27.11,6.79
2015,337,25.13,8.28
2015,338,22.07,10.10
2015,339,19.44,8.85
2015,340,22.06,8.87
2015,341,22.86,8.48
2015,342,22.52,9.89
2015,343,22.82,10.10
2015,344,24.78,8.52
2015,345,25.26,8.95
2015,346,17.69,10.53
2015,347,14.77,4.24
2015,348,21.96,11.00
2015,349,20.83,4.14
2015,350,26.74,8.70
2015,351,27.50,8.73
2015,352,24.85,11.36
2015,353,15.11,-4.06
2015,354,16.48,1.03
2015,355,17.51,7.44
2015,356,17.24,7.80
2015,357,21.91,7.91
2015,358,24.65,9.35
2015,359,27.82,9.62
2015,360,26.56,8.55
2015,361,27.67,8.02
2015,362,25.65,9.01
2015,363,24.48,7.32
2015,364,25.47,9.57
2015,365,26.36,9.42
2016,1,22.85,10.82
2016,2,24.87,10.24
2016,3,25.01,9.58
2016,4,26.37,9.68
2016,5,22.42,9.27
2016,6,21.25,8.43
2016,7,23.85,7.03
2016,8,24.40,6.71
2016,9,23.95,5.51
2016,10,23.59,7.16
2016,11,22.28,8.70
2016,12,24.16,6.91
2016,13,21.16,8.49
2016,14,20.72,9.73
2016,15,23.22,9.44
2016,16,24.88,6.97
2016,17,24.55,8.41
2016,18,24.43,6.34
2016,19,21.45,6.59
2016,20,22.49,7.19
2016,21,21.65,7.85
2016,22,26.36,6.67
2016,23,23.44,4.01
2016,24,24.78,3.17
2016,25,24.31,3.00
2016,26,26.17,9.67
2016,27,23.19,5.92
2016,28,24.37,5.27
2016,29,19.71,5.63
2016,30,21.28,7.09
2016,31,22.88,7.85
2016,32,26.51,8.65
2016,33,28.28,8.02
2016,34,29.40,10.38
2016,35,28.92,8.92
2016,36,24.25,6.07
2016,37,24.97,5.04
2016,38,22.08,5.04
2016,39,24.25,3.18
2016,40,22.68,3.18
2016,41,20.01,4.89
2016,42,19.57,7.61
2016,43,23.55,3.27
2016,44,23.86,2.75
2016,45,20.84,6.07
2016,46,25.78,4.76
2016,47,25.78,6.89
2016,48,26.31,6.60
2016,49,25.05,5.80
2016,50,26.24,6.72
2016,51,26.22,8.56
2016,52,26.41,8.72
2016,53,27.97,7.27
2016,54,27.52,9.39
2016,55,29.96,9.29
2016,56,25.45,7.82
2016,57,24.47,7.27
2016,58,25.32,7.27
2016,59,23.25,9.25
2016,60,24.77,8.38
2016,61,25.72,9.45
2016,62,24.99,11.05
2016,63,22.67,10.95
2016,64,22.58,10.50
2016,65,22.76,9.52
2016,66,25.01,7.13
2016,67,27.07,8.77
2016,68,25.86,9.69
2016,69,26.11,10.12
2016,70,21.32,9.75
2016,71,22.63,9.24
2016,72,23.18,8.45
2016,73,26.77,7.39
2016,74,28.48,8.73
2016,75,30.75,8.96
2016,76,31.38,10.27
2016,77,30.45,11.43
2016,78,29.98,11.04
2016,79,27.58,11.06
2016,80,28.35,10.09
2016,81,25.51,9.54
2016,82,22.84,9.72
2016,83,24.30,10.42
2016,84,29.06,10.58
2016,85,30.18,12.09
2016,86,29.85,11.19
2016,87,27.29,12.39
2016,88,32.97,12.97
2016,89,29.89,12.40
2016,90,30.94,12.62
2016,91,32.11,13.08
2016,92,32.14,12.99
2016,93,32.26,12.35
2016,94,29.90,11.29
2016,95,29.86,11.51
2016,96,31.42,11.21
2016,97,31.18,10.18
2016,98,30.33,9.38
2016,99,29.99,10.90
2016,100,29.85,11.07
2016,101,31.19,11.59
2016,102,31.33,11.90
2016,103,32.64,12.04
2016,104,32.79,13.10
2016,105,33.65,13.70
2016,106,30.07,13.07
2016,107,31.66,12.53
2016,108,31.42,12.53
2016,109,31.21,13.71
2016,110,29.51,12.63
2016,111,30.11,12.61
2016,112,25.78,12.65
2016,113,25.66,11.85
2016,114,25.33,11.90
2016,115,26.44,11.75
2016,116,27.46,12.64
2016,117,29.90,12.46
2016,118,28.81,12.80
2016,119,32.00,12.40
2016,120,31.95,12.82
2016,121,32.82,12.29
2016,122,32.32,12.87
2016,123,32.09,13.95
2016,124,33.18,14.07
2016,125,30.94,14.70
2016,126,30.69,13.66
2016,127,27.23,12.72
2016,128,29.95,11.61
2016,129,31.37,11.33
2016,130,32.53,13.67
2016,131,31.26,13.44
2016,132,31.12,13.85
2016,133,29.77,14.10
2016,134,29.00,14.43
2016,135,27.66,12.93
2016,136,27.89,12.43
2016,137,26.81,15.27
2016,138,27.54,13.66
2016,139,30.67,13.37
2016,140,30.37,13.82
2016,141,30.20,14.24
2016,142,30.84,15.71
2016,143,29.81,15.63
2016,144,31.41,15.02
2016,145,31.59,14.30
2016,146,31.83,14.23
2016,147,32.41,13.80
2016,148,31.16,13.83
2016,149,30.75,14.02
2016,150,29.32,14.14
2016,151,28.99,13.42
2016,152,29.30,13.34
2016,153,28.79,12.98
2016,154,27.59,13.03
2016,155,27.37,14.35
2016,156,27.23,12.38
2016,157,26.42,13.10
2016,158,25.05,13.43
2016,159,24.66,12.96
2016,160,27.35,11.19
2016,161,27.56,13.06
2016,162,27.88,13.68
2016,163,26.47,14.59
2016,164,25.49,13.41
2016,165,24.99,13.32
2016,166,25.99,12.86
2016,167,26.36,13.62
2016,168,27.93,13.70
2016,169,28.10,14.03
2016,170,28.34,12.77
2016,171,27.02,12.37
2016,172,25.28,13.04
2016,173,24.93,14.67
2016,174,23.39,11.59
2016,175,25.58,11.41
2016,176,26.50,10.97
2016,177,26.19,13.49
2016,178,26.13,14.41
2016,179,26.14,13.20
2016,180,25.83,11.85
2016,181,25.74,12.20
2016,182,26.12,12.13
2016,183,25.88,12.55
2016,184,26.70,13.26
2016,185,27.57,12.68
2016,186,28.67,12.08
2016,187,26.79,13.15
2016,188,26.71,12.45
2016,189,27.75,11.88
2016,190,28.46,11.94
2016,191,28.16,11.92
2016,192,27.30,12.31
2016,193,26.09,13.12
2016,194,26.55,13.26
2016,195,25.75,12.26
2016,196,25.89,12.66
2016,197,25.71,12.03
2016,198,26.35,10.77
2016,199,26.41,11.61
2016,200,25.91,11.83
2016,201,25.66,11.79
2016,202,24.78,12.98
