Latitude: 18.28192  Longitude: -95.96408
X & Y on Lambert Conformal Conic: 443936.07 -2629948.78
Tile: 9763
Elevation: 16 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,tmax (deg c),tmin (deg c)
2015,213,36.34,22.57
2015,214,34.57,24.49
2015,215,35.16,23.06
2015,216,36.61,23.31
2015,217,35.19,25.55
2015,218,37.10,24.23
2015,219,37.00,24.31
2015,220,37.42,24.24
2015,221,36.43,24.80
2015,222,36.26,23.71
2015,223,35.24,24.51
2015,224,33.84,23.29
2015,225,33.41,22.76
2015,226,34.07,23.35
2015,227,35.97,22.89
2015,228,35.43,24.00
2015,229,34.78,23.58
2015,230,33.79,23.93
2015,231,35.79,23.92
2015,232,35.64,25.83
2015,233,36.47,24.41
2015,234,35.34,23.10
2015,235,35.36,22.65
2015,236,36.04,23.62
2015,237,34.45,24.23
2015,238,33.73,23.27
2015,239,33.50,23.44
2015,240,32.84,23.81
2015,241,32.83,23.37
2015,242,34.07,22.91
2015,243,35.02,24.01
2015,244,34.66,24.45
2015,245,34.09,23.82
2015,246,34.43,24.25
2015,247,34.80,24.09
2015,248,34.52,23.25
2015,249,33.98,23.04
2015,250,34.83,22.96
2015,251,36.01,22.56
2015,252,35.45,23.02
2015,253,35.74,23.28
2015,254,35.84,23.67
2015,255,36.19,23.52
2015,256,33.82,23.72
2015,257,34.05,23.73
2015,258,33.98,22.48
2015,259,32.95,23.86
2015,260,33.51,23.42
2015,261,34.03,22.96
2015,262,34.36,22.80
2015,263,34.28,24.01
2015,264,34.39,23.10
2015,265,34.14,24.24
2015,266,33.24,23.05
2015,267,32.71,23.69
2015,268,33.03,24.05
2015,269,32.01,22.81
2015,270,32.54,21.70
2015,271,33.03,23.39
2015,272,32.82,23.34
2015,273,33.15,23.42
2015,274,33.41,22.74
2015,275,33.66,22.91
2015,276,33.78,22.63
2015,277,33.50,22.24
2015,278,34.57,22.32
2015,279,35.40,22.65
2015,280,35.36,20.99
2015,281,33.42,22.75
2015,282,35.38,22.44
2015,283,34.37,23.11
2015,284,34.71,23.10
2015,285,35.44,23.24
2015,286,33.95,23.96
2015,287,35.18,23.28
2015,288,33.91,21.83
2015,289,32.74,22.93
2015,290,31.67,22.07
2015,291,30.15,22.81
2015,292,30.10,22.90
2015,293,30.83,22.93
2015,294,32.23,22.53
2015,295,33.17,23.27
2015,296,33.81,23.88
