Latitude: 19.11308  Longitude: -96.11199
X & Y on Lambert Conformal Conic: 423229.89 -2535348.62
Tile: 9762
Elevation: 11 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,tmax (deg c),tmin (deg c)
2015,213,36.63,22.65
2015,214,34.46,24.03
2015,215,35.05,23.00
2015,216,36.57,23.42
2015,217,35.06,25.34
2015,218,37.16,23.74
2015,219,36.86,24.01
2015,220,37.54,23.89
2015,221,36.30,25.10
2015,222,36.55,23.52
2015,223,35.29,24.40
2015,224,33.89,23.28
2015,225,33.48,22.54
2015,226,34.13,23.42
2015,227,36.01,22.90
2015,228,35.17,24.35
2015,229,35.18,23.23
2015,230,33.87,23.61
2015,231,35.71,23.72
2015,232,35.61,26.05
2015,233,36.62,24.27
2015,234,35.24,23.07
2015,235,35.18,22.82
2015,236,35.93,23.14
2015,237,34.31,24.19
2015,238,33.74,23.07
2015,239,33.19,23.26
2015,240,32.46,23.64
2015,241,32.83,23.35
2015,242,34.07,22.79
2015,243,34.76,23.68
2015,244,34.51,24.22
2015,245,33.85,23.97
2015,246,34.28,24.24
2015,247,34.87,24.20
2015,248,34.41,23.40
2015,249,33.92,23.30
2015,250,34.76,23.09
2015,251,36.07,22.68
2015,252,35.76,23.16
2015,253,35.73,23.30
2015,254,35.88,23.95
2015,255,36.36,23.48
2015,256,33.14,23.66
2015,257,33.20,23.55
2015,258,33.64,22.50
2015,259,32.52,23.76
2015,260,32.89,23.35
2015,261,33.72,22.99
2015,262,34.11,22.86
2015,263,33.82,23.99
2015,264,34.08,22.82
2015,265,33.76,23.91
2015,266,32.91,22.99
2015,267,32.16,23.39
2015,268,32.38,23.94
2015,269,31.95,22.69
2015,270,32.60,21.70
2015,271,32.96,23.19
2015,272,32.93,23.35
2015,273,32.95,23.24
2015,274,33.39,22.70
2015,275,33.50,22.94
2015,276,33.53,22.18
2015,277,32.98,21.89
2015,278,34.39,21.93
2015,279,35.32,22.32
2015,280,35.16,20.92
2015,281,33.09,22.61
2015,282,35.09,22.18
2015,283,33.97,23.19
2015,284,34.38,23.12
2015,285,35.38,22.68
2015,286,33.85,23.73
2015,287,34.90,23.10
