Latitude: 17.86169  Longitude: -94.68551
X & Y on Lambert Conformal Conic: 587492.88 -2670443.59
Tile: 9583
Elevation: 4 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,tmax (deg c),tmin (deg c)
2015,213,36.13,22.55
2015,214,34.71,24.69
2015,215,35.37,23.36
2015,216,36.68,23.22
2015,217,35.61,25.49
2015,218,37.18,24.49
2015,219,37.24,24.34
2015,220,37.55,24.23
2015,221,36.65,24.42
2015,222,35.96,24.30
2015,223,35.30,24.79
2015,224,33.70,23.35
2015,225,33.35,22.96
2015,226,34.34,23.29
2015,227,36.22,23.22
2015,228,35.54,23.72
2015,229,34.69,23.81
2015,230,33.97,24.17
2015,231,35.90,24.08
2015,232,36.19,25.48
2015,233,36.73,24.35
2015,234,35.61,23.18
2015,235,35.63,22.80
2015,236,36.41,24.24
2015,237,34.33,24.61
2015,238,33.76,23.49
2015,239,34.21,23.63
2015,240,32.98,24.14
2015,241,32.57,23.30
2015,242,34.29,22.96
2015,243,35.54,24.15
2015,244,34.80,24.47
2015,245,34.30,23.67
2015,246,34.76,24.12
2015,247,35.10,23.91
2015,248,34.76,23.08
2015,249,34.07,23.07
2015,250,35.19,23.22
2015,251,35.99,22.65
2015,252,35.18,23.02
2015,253,35.54,23.54
2015,254,35.69,23.67
2015,255,36.25,23.62
2015,256,34.53,23.84
2015,257,34.54,23.91
2015,258,34.04,22.64
2015,259,33.78,23.94
2015,260,34.28,23.64
2015,261,34.29,23.11
2015,262,34.30,22.77
2015,263,34.25,24.14
2015,264,34.35,23.65
2015,265,34.40,24.58
2015,266,33.28,23.14
2015,267,32.86,23.86
2015,268,33.25,24.28
2015,269,31.65,22.96
2015,270,32.67,21.89
2015,271,33.64,23.94
2015,272,33.32,23.56
2015,273,33.68,23.58
2015,274,33.59,23.09
2015,275,33.55,23.06
2015,276,34.03,23.19
2015,277,33.82,22.52
2015,278,34.77,22.58
2015,279,35.10,22.56
2015,280,35.22,21.15
2015,281,33.43,22.57
2015,282,35.58,22.71
2015,283,34.72,22.99
2015,284,34.89,23.40
2015,285,35.41,23.39
2015,286,34.05,23.70
2015,287,35.32,23.54
2015,288,33.82,21.92
2015,289,32.55,23.34
2015,290,31.05,22.37
2015,291,29.94,22.88
2015,292,30.03,23.01
2015,293,30.67,23.14
2015,294,32.48,22.46
2015,295,33.44,23.62
2015,296,34.18,23.96
2015,297,34.59,24.09
2015,298,34.17,24.24
2015,299,34.32,22.62
2015,300,33.59,23.24
2015,301,34.56,23.37
2015,302,34.58,23.58
2015,303,35.48,23.94
2015,304,34.95,24.04
2015,305,35.98,23.61
2015,306,34.67,21.97
2015,307,33.31,21.63
2015,308,33.29,22.49
2015,309,31.98,23.56
2015,310,33.08,23.40
2015,311,33.82,22.39
2015,312,33.30,22.99
2015,313,32.37,23.80
2015,314,35.08,23.67
2015,315,33.85,24.55
2015,316,33.63,22.74
2015,317,31.82,21.72
2015,318,29.65,22.68
2015,319,31.22,22.81
2015,320,32.43,22.70
2015,321,35.10,23.08
2015,322,33.86,23.81
2015,323,34.47,22.46
2015,324,32.49,23.14
2015,325,30.94,24.53
2015,326,30.31,21.86
2015,327,30.00,22.46
2015,328,28.80,22.17
2015,329,30.12,21.20
2015,330,33.04,22.78
2015,331,32.42,23.72
2015,332,33.85,22.96
2015,333,32.44,22.52
2015,334,32.07,21.17
2015,335,31.83,21.10
2015,336,32.11,20.82
2015,337,30.72,21.63
2015,338,27.66,21.29
2015,339,27.96,20.63
2015,340,28.48,20.71
2015,341,28.83,20.63
2015,342,29.63,21.45
2015,343,29.92,21.22
2015,344,30.10,19.82
2015,345,31.95,20.74
2015,346,27.34,20.64
2015,347,24.61,14.51
2015,348,32.18,22.21
2015,349,30.75,16.58
2015,350,33.08,21.67
2015,351,33.84,21.49
