Latitude: 17.26075  Longitude: -98.58235
X & Y on Lambert Conformal Conic: 157995.51 -2757384.97
Tile: 9581
Elevation: 2289 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,tmax (deg c),tmin (deg c)
2015,213,26.12,10.51
2015,214,26.53,10.33
2015,215,27.98,9.67
2015,216,27.93,9.87
2015,217,26.54,10.95
2015,218,27.66,11.37
2015,219,27.55,11.20
2015,220,27.32,11.29
2015,221,29.37,9.87
2015,222,28.37,10.33
2015,223,28.40,9.70
2015,224,25.52,10.70
2015,225,23.71,11.15
2015,226,24.42,11.20
2015,227,25.71,10.33
2015,228,28.02,9.37
2015,229,25.04,12.09
2015,230,24.92,12.16
2015,231,25.83,12.11
2015,232,26.80,10.67
2015,233,25.51,12.43
2015,234,24.95,11.76
2015,235,25.32,10.67
2015,236,25.61,10.56
2015,237,28.01,10.40
2015,238,25.89,11.02
2015,239,24.51,10.79
2015,240,25.43,10.52
2015,241,24.33,11.27
2015,242,25.22,12.27
2015,243,24.86,11.72
2015,244,25.65,11.44
2015,245,26.30,12.02
2015,246,25.35,12.89
2015,247,24.97,11.92
2015,248,24.66,11.69
2015,249,24.86,11.42
2015,250,25.32,11.41
2015,251,26.28,10.84
2015,252,25.37,11.07
2015,253,27.13,9.97
2015,254,26.39,10.51
2015,255,25.92,10.99
2015,256,25.52,12.37
2015,257,26.97,13.40
2015,258,25.49,12.68
2015,259,24.50,13.11
2015,260,24.50,12.53
2015,261,24.84,12.40
2015,262,26.73,10.60
2015,263,26.86,10.00
2015,264,26.10,12.26
2015,265,26.49,12.01
2015,266,25.97,10.28
2015,267,27.63,9.79
2015,268,26.85,10.63
2015,269,24.10,12.52
2015,270,21.02,11.86
2015,271,22.53,10.62
2015,272,21.99,11.45
2015,273,21.90,12.58
2015,274,21.92,11.23
2015,275,24.96,9.16
2015,276,25.01,7.34
2015,277,27.21,5.54
2015,278,25.25,9.67
2015,279,27.80,9.63
2015,280,27.56,7.50
2015,281,28.72,7.37
2015,282,27.72,9.74
2015,283,27.64,9.08
2015,284,25.97,10.55
2015,285,27.08,11.38
2015,286,26.91,11.01
2015,287,27.94,9.70
2015,288,25.29,10.47
2015,289,26.62,9.66
2015,290,25.95,10.86
2015,291,23.46,12.18
2015,292,22.46,11.46
2015,293,23.60,11.64
2015,294,27.42,10.40
2015,295,25.41,10.57
2015,296,24.62,12.80
2015,297,25.63,11.71
2015,298,25.09,11.68
2015,299,25.69,11.51
2015,300,23.66,12.39
2015,301,26.39,12.85
2015,302,25.19,11.30
2015,303,26.13,11.24
2015,304,23.45,11.76
2015,305,24.36,11.92
2015,306,25.85,10.58
2015,307,25.93,10.63
2015,308,26.53,10.56
2015,309,28.34,8.20
2015,310,27.15,8.32
2015,311,25.79,10.49
2015,312,26.30,10.68
2015,313,25.18,11.65
2015,314,26.62,10.59
2015,315,26.35,11.26
2015,316,29.56,8.80
2015,317,27.35,9.99
2015,318,25.26,12.22
2015,319,24.14,10.55
2015,320,23.81,11.53
2015,321,27.85,9.86
2015,322,26.05,10.12
2015,323,28.54,9.93
2015,324,24.56,9.72
2015,325,26.85,10.34
2015,326,27.36,11.33
2015,327,22.43,11.10
2015,328,24.68,8.63
2015,329,26.12,9.58
2015,330,27.05,8.43
2015,331,27.61,8.41
2015,332,24.67,9.96
2015,333,27.51,8.19
2015,334,25.82,6.85
2015,335,28.23,5.83
2015,336,29.18,5.38
2015,337,27.54,7.31
2015,338,23.79,8.52
2015,339,23.20,7.26
2015,340,24.17,8.60
2015,341,25.96,7.82
2015,342,23.54,8.44
2015,343,24.40,9.23
2015,344,26.80,7.52
2015,345,25.02,7.82
2015,346,16.19,8.74
2015,347,13.21,2.44
2015,348,20.17,9.55
2015,349,19.35,1.89
2015,350,26.86,6.64
2015,351,27.91,6.94
2015,352,26.34,10.56
2015,353,13.55,-5.68
2015,354,14.89,-0.70
2015,355,15.85,5.70
2015,356,15.67,6.01
2015,357,20.30,6.03
2015,358,23.25,7.13
2015,359,27.23,7.48
2015,360,27.33,5.63
2015,361,27.11,5.80
2015,362,24.01,5.96
2015,363,26.16,4.29
2015,364,26.09,8.35
2015,365,27.65,8.35
2016,1,22.70,8.97
2016,2,27.08,9.23
2016,3,28.39,8.35
2016,4,28.57,9.56
2016,5,22.50,8.95
2016,6,22.66,8.04
2016,7,24.02,6.22
2016,8,24.10,5.69
2016,9,23.99,5.09
2016,10,24.41,6.30
2016,11,23.47,7.70
2016,12,27.33,6.42
2016,13,22.57,6.79
2016,14,20.99,8.81
2016,15,22.72,7.79
2016,16,24.16,5.37
2016,17,23.25,7.05
2016,18,27.26,4.36
2016,19,23.48,5.51
2016,20,22.27,6.03
2016,21,21.91,6.95
2016,22,28.23,4.54
2016,23,27.64,3.94
2016,24,25.28,3.43
2016,25,24.15,3.38
2016,26,26.88,10.11
2016,27,23.09,4.56
2016,28,25.02,5.07
2016,29,23.63,6.09
2016,30,21.13,6.28
2016,31,22.25,7.79
2016,32,26.61,8.28
2016,33,27.14,7.17
2016,34,27.64,8.87
2016,35,29.22,8.75
2016,36,27.77,5.48
2016,37,28.32,3.50
2016,38,26.51,5.00
2016,39,26.47,2.31
2016,40,26.60,3.59
2016,41,21.16,4.22
2016,42,20.42,8.25
2016,43,25.05,2.05
2016,44,28.14,2.75
2016,45,23.38,6.04
2016,46,26.04,3.69
2016,47,28.22,6.48
2016,48,28.56,5.19
2016,49,28.64,4.52
2016,50,26.67,5.78
2016,51,29.38,6.06
2016,52,27.91,7.14
2016,53,30.48,6.24
2016,54,26.34,7.65
2016,55,29.15,8.04
2016,56,28.47,7.64
2016,57,30.45,7.90
2016,58,29.60,6.81
2016,59,25.22,9.13
2016,60,26.20,8.49
2016,61,27.40,9.56
2016,62,26.95,9.89
2016,63,22.28,9.58
2016,64,22.52,8.96
2016,65,22.23,8.40
2016,66,26.83,4.88
2016,67,28.02,7.50
2016,68,25.04,8.34
2016,69,24.00,8.31
2016,70,18.43,7.12
2016,71,21.55,7.31
2016,72,21.90,5.81
2016,73,27.03,4.22
2016,74,28.41,6.25
2016,75,31.86,5.77
2016,76,32.27,7.31
2016,77,30.50,9.32
2016,78,30.38,8.57
2016,79,27.49,8.65
2016,80,27.61,9.12
2016,81,27.45,8.05
2016,82,24.93,9.66
2016,83,24.40,9.47
2016,84,28.55,9.97
2016,85,30.58,10.61
2016,86,30.31,10.89
2016,87,27.42,11.18
2016,88,33.81,10.86
2016,89,31.55,10.88
2016,90,30.47,10.72
2016,91,30.92,10.66
2016,92,30.26,9.79
2016,93,31.40,9.82
2016,94,33.88,10.41
2016,95,32.64,10.51
2016,96,33.48,10.99
2016,97,31.83,8.98
2016,98,33.37,9.00
2016,99,33.97,10.47
2016,100,33.57,9.93
2016,101,33.35,10.05
2016,102,31.52,9.96
2016,103,33.12,10.19
2016,104,34.16,11.31
2016,105,34.41,11.76
2016,106,32.29,10.59
2016,107,31.59,10.68
2016,108,31.97,10.98
2016,109,31.66,11.27
2016,110,30.50,11.00
2016,111,30.66,11.21
2016,112,25.30,11.58
2016,113,25.08,9.89
2016,114,25.22,10.13
2016,115,25.92,9.66
2016,116,26.23,10.38
2016,117,28.98,10.06
2016,118,26.12,9.72
2016,119,30.50,9.36
2016,120,30.54,9.70
2016,121,30.96,9.87
2016,122,30.79,9.34
2016,123,31.63,10.89
2016,124,35.13,11.05
2016,125,32.94,12.25
2016,126,32.33,11.77
2016,127,30.11,11.74
2016,128,32.28,11.69
2016,129,32.57,11.19
2016,130,32.01,13.11
2016,131,31.73,12.42
2016,132,31.69,12.16
2016,133,30.15,11.46
2016,134,30.53,12.00
2016,135,28.32,11.21
2016,136,29.46,11.66
2016,137,26.63,13.85
2016,138,26.27,11.67
2016,139,29.25,10.97
2016,140,29.36,12.32
2016,141,29.35,12.64
2016,142,32.03,12.36
2016,143,30.52,13.21
2016,144,31.38,12.98
2016,145,30.80,12.06
2016,146,30.97,11.90
2016,147,32.50,11.27
2016,148,31.37,10.83
2016,149,30.54,11.22
2016,150,28.52,11.65
2016,151,29.50,11.20
2016,152,30.30,11.57
2016,153,29.39,11.76
2016,154,27.86,12.46
2016,155,26.36,12.79
2016,156,27.20,11.04
2016,157,26.09,10.99
2016,158,25.00,11.48
2016,159,24.16,11.12
2016,160,26.68,8.94
2016,161,26.93,11.64
2016,162,26.21,11.31
2016,163,25.58,12.94
2016,164,23.84,11.70
2016,165,23.74,11.97
2016,166,23.90,11.46
2016,167,24.11,12.23
2016,168,26.42,11.51
2016,169,27.48,12.42
2016,170,27.24,11.24
2016,171,25.80,11.26
2016,172,25.39,11.74
2016,173,24.33,13.45
2016,174,23.09,10.55
2016,175,24.92,10.21
2016,176,26.14,9.13
2016,177,26.03,11.50
2016,178,25.78,12.93
2016,179,26.40,12.25
2016,180,25.56,10.26
2016,181,25.75,10.48
2016,182,25.32,10.50
2016,183,24.99,11.75
2016,184,26.44,11.54
2016,185,26.51,11.04
2016,186,27.75,10.31
2016,187,26.43,11.45
2016,188,25.70,11.12
2016,189,26.97,10.70
2016,190,27.88,10.51
2016,191,27.55,10.34
2016,192,26.78,9.88
2016,193,24.97,11.51
2016,194,24.78,11.35
2016,195,24.56,10.53
2016,196,24.08,10.93
2016,197,24.80,11.02
2016,198,25.59,9.10
2016,199,25.59,9.44
2016,200,25.71,10.08
2016,201,25.56,10.54
2016,202,25.47,11.33
2016,203,24.70,12.00
2016,204,24.10,12.32
2016,205,24.33,11.38
2016,206,24.54,11.16
2016,207,26.63,9.94
2016,208,25.71,10.99
2016,209,26.27,10.77
2016,210,27.18,10.82
2016,211,26.12,10.71
2016,212,27.00,10.42
2016,213,24.91,11.70
2016,214,24.16,10.03
2016,215,24.70,11.09
2016,216,26.51,10.78
2016,217,28.78,9.08
2016,218,28.25,10.92
2016,219,24.66,12.64
2016,220,23.09,12.82
2016,221,24.72,12.24
2016,222,23.59,12.66
2016,223,24.54,13.09
2016,224,25.60,11.73
2016,225,27.25,10.52
2016,226,28.25,8.62
2016,227,27.58,9.49
2016,228,26.40,10.58
2016,229,27.28,10.91
2016,230,24.97,12.89
2016,231,24.06,13.06
2016,232,26.22,12.71
2016,233,25.43,12.08
2016,234,26.47,12.23
2016,235,27.18,10.64
2016,236,25.60,9.93
2016,237,24.52,10.79
2016,238,24.14,11.26
2016,239,26.69,9.38
2016,240,27.66,9.82
2016,241,27.08,9.50
2016,242,25.43,11.33
2016,243,26.52,11.85
2016,244,25.43,10.67
2016,245,27.32,10.18
2016,246,26.66,11.07
2016,247,26.89,12.67
2016,248,22.07,13.06
2016,249,22.57,12.51
2016,250,24.27,11.69
2016,251,25.84,9.57
2016,252,25.67,9.28
2016,253,26.17,7.36
2016,254,28.09,8.58
2016,255,28.59,10.23
2016,256,25.61,11.64
2016,257,26.70,12.14
2016,258,26.65,10.79
2016,259,26.95,10.74
2016,260,25.79,11.39
2016,261,25.78,10.97
2016,262,26.30,11.13
2016,263,27.99,10.73
2016,264,24.99,10.66
2016,265,26.66,8.70
2016,266,24.38,10.98
2016,267,24.98,9.93
2016,268,25.82,9.05
2016,269,25.06,10.22
2016,270,26.78,11.74
2016,271,24.09,12.78
2016,272,23.96,13.09
2016,273,24.31,12.50
2016,274,25.81,11.64
2016,275,26.63,9.78
2016,276,26.49,10.36
2016,277,26.76,9.68
2016,278,26.38,12.10
2016,279,26.16,12.25
2016,280,27.03,10.59
2016,281,26.99,9.44
2016,282,26.88,9.10
2016,283,24.71,9.55
2016,284,23.81,9.88
2016,285,24.59,10.86
2016,286,25.73,11.14
2016,287,26.98,11.62
2016,288,27.67,8.48
2016,289,27.50,9.79
2016,290,28.02,7.35
2016,291,27.47,7.94
2016,292,27.17,9.65
2016,293,28.41,9.39
2016,294,26.81,9.34
2016,295,27.37,8.67
2016,296,24.91,11.11
2016,297,25.10,9.44
2016,298,24.93,11.46
2016,299,27.89,8.84
2016,300,27.22,6.56
2016,301,26.14,6.85
2016,302,22.26,5.97
2016,303,21.89,9.02
2016,304,24.77,7.13
2016,305,25.13,8.76
2016,306,25.89,8.72
2016,307,27.84,6.75
2016,308,29.46,7.61
2016,309,25.72,10.80
2016,310,25.88,8.76
2016,311,25.48,8.41
2016,312,26.37,9.48
2016,313,28.53,8.86
2016,314,25.06,9.24
2016,315,22.86,8.59
2016,316,21.46,9.75
2016,317,26.19,9.70
2016,318,24.93,8.34
2016,319,23.81,8.46
2016,320,26.88,8.22
2016,321,26.80,8.99
2016,322,21.76,10.38
2016,323,23.50,9.93
2016,324,27.44,9.18
2016,325,22.98,9.79
2016,326,22.65,7.99
2016,327,25.13,2.58
2016,328,24.56,3.96
2016,329,27.08,2.67
2016,330,25.00,3.65
2016,331,25.23,3.97
2016,332,22.50,6.55
2016,333,25.63,4.04
2016,334,26.51,6.06
2016,335,25.70,8.19
2016,336,28.80,6.37
2016,337,28.08,7.39
2016,338,27.63,9.27
2016,339,27.50,7.39
2016,340,25.55,7.89
2016,341,26.24,7.25
2016,342,27.55,5.20
2016,343,27.80,6.66
2016,344,28.59,7.73
2016,345,25.36,8.17
2016,346,22.72,9.36
2016,347,23.82,7.53
2016,348,28.48,6.75
2016,349,28.69,4.72
2016,350,28.30,5.90
2016,351,25.53,8.94
2016,352,26.14,8.59
2016,353,25.72,7.20
2016,354,26.64,8.94
2016,355,27.04,10.51
2016,356,24.64,7.45
2016,357,25.72,6.58
2016,358,25.09,6.95
2016,359,25.18,5.04
2016,360,26.83,3.22
2016,361,27.19,4.29
2016,362,28.21,5.95
2016,363,25.48,7.15
2016,364,25.87,7.70
2016,365,26.95,6.73
2017,1,24.23,5.75
2017,2,23.17,8.19
2017,3,27.52,4.49
2017,4,26.74,5.34
2017,5,27.90,5.15
2017,6,27.44,6.55
2017,7,27.27,6.52
2017,8,25.56,6.37
2017,9,23.45,4.56
2017,10,22.49,3.17
2017,11,25.57,1.91
2017,12,26.88,3.44
2017,13,26.11,3.81
2017,14,26.33,2.18
2017,15,24.70,3.38
2017,16,25.32,3.10
2017,17,26.51,3.77
2017,18,23.93,6.26
2017,19,25.96,3.83
2017,20,25.15,4.73
2017,21,22.52,5.18
2017,22,25.10,5.06
2017,23,27.98,3.77
2017,24,27.87,3.79
2017,25,24.46,4.86
2017,26,27.16,5.42
2017,27,30.06,3.42
2017,28,28.14,3.98
2017,29,28.21,5.28
2017,30,22.48,6.20
2017,31,23.02,5.34
2017,32,27.00,5.30
2017,33,27.28,5.98
2017,34,26.68,4.72
2017,35,26.41,5.69
2017,36,25.00,6.69
2017,37,27.68,5.18
2017,38,27.12,6.00
2017,39,29.02,4.98
2017,40,29.61,4.14
2017,41,27.53,2.74
2017,42,26.11,4.37
2017,43,28.27,4.37
2017,44,29.34,4.47
2017,45,27.13,6.96
2017,46,26.28,6.57
2017,47,29.03,7.10
2017,48,25.15,7.13
2017,49,24.72,5.36
2017,50,27.23,4.71
2017,51,25.41,7.62
2017,52,26.03,5.07
2017,53,25.91,4.35
2017,54,27.78,7.63
2017,55,25.43,7.36
2017,56,28.05,5.25
2017,57,28.75,6.24
2017,58,28.50,7.83
2017,59,29.95,6.01
2017,60,30.39,5.91
2017,61,30.70,6.34
2017,62,28.15,8.60
2017,63,25.92,8.16
2017,64,25.95,7.89
2017,65,26.48,7.53
2017,66,28.14,7.62
2017,67,27.34,5.58
2017,68,26.98,7.94
2017,69,28.33,7.88
2017,70,27.38,8.99
2017,71,28.47,8.49
2017,72,27.80,9.63
2017,73,27.45,8.85
2017,74,23.70,8.90
2017,75,25.40,7.68
2017,76,26.60,6.00
2017,77,27.52,5.14
2017,78,28.97,6.54
2017,79,27.93,5.56
2017,80,28.70,6.42
2017,81,30.26,6.54
2017,82,29.81,5.64
2017,83,28.61,6.47
2017,84,30.34,6.74
2017,85,30.85,8.37
2017,86,28.92,7.53
2017,87,30.31,8.59
2017,88,29.22,8.20
2017,89,29.83,8.30
2017,90,30.57,8.26
2017,91,27.50,7.21
2017,92,30.06,6.23
2017,93,27.75,8.77
2017,94,30.57,7.28
2017,95,27.46,9.74
2017,96,33.19,7.60
2017,97,30.25,9.58
2017,98,32.83,10.06
2017,99,30.41,9.34
2017,100,29.29,9.54
2017,101,29.64,8.56
2017,102,29.23,7.21
2017,103,28.96,6.93
2017,104,29.16,7.43
2017,105,27.94,8.61
2017,106,29.30,9.50
2017,107,27.48,8.57
2017,108,26.37,9.22
2017,109,24.51,6.47
2017,110,25.18,6.18
2017,111,25.88,6.70
2017,112,26.68,8.46
2017,113,29.54,8.85
2017,114,26.51,8.97
2017,115,28.96,8.88
2017,116,27.24,9.97
2017,117,27.34,9.05
2017,118,29.01,9.54
2017,119,28.91,11.67
2017,120,29.18,9.93
2017,121,33.28,9.92
2017,122,32.69,9.76
2017,123,30.05,11.71
2017,124,28.53,10.75
2017,125,27.23,11.54
2017,126,27.10,10.51
2017,127,29.77,10.59
2017,128,28.99,11.88
2017,129,30.36,10.94
2017,130,28.79,11.00
2017,131,28.48,11.40
2017,132,29.67,10.24
2017,133,29.42,12.78
2017,134,28.48,11.59
2017,135,27.39,11.76
2017,136,31.44,12.06
2017,137,30.84,13.75
2017,138,32.27,12.74
2017,139,31.68,13.37
2017,140,32.86,13.42
2017,141,32.06,12.02
2017,142,31.13,12.05
2017,143,29.74,12.58
2017,144,31.28,12.79
2017,145,30.75,13.76
2017,146,27.64,13.24
2017,147,30.99,10.50
2017,148,28.33,12.53
2017,149,27.37,12.12
2017,150,26.24,12.39
2017,151,26.34,13.31
2017,152,23.97,12.42
2017,153,25.77,12.40
2017,154,25.57,11.69
2017,155,26.08,12.30
2017,156,28.06,13.21
2017,157,28.21,13.46
2017,158,26.92,11.79
2017,159,27.14,12.46
2017,160,25.69,12.56
2017,161,27.13,13.40
2017,162,25.81,13.53
2017,163,26.02,12.76
2017,164,27.87,12.86
2017,165,23.13,13.51
2017,166,24.07,12.17
2017,167,24.29,12.03
2017,168,28.06,11.57
2017,169,26.75,10.73
2017,170,27.13,11.69
2017,171,26.41,10.91
2017,172,26.43,8.24
