Latitude: 21.64515  Longitude: -100.52842
X & Y on Lambert Conformal Conic: -55718.64 -2257256.75
Tile: 9940
Elevation: 1932 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,tmax (deg c),tmin (deg c)
2015,213,28.72,13.00
2015,214,26.88,12.96
2015,215,27.20,13.49
2015,216,28.39,13.67
2015,217,28.73,14.04
2015,218,29.01,14.37
2015,219,28.85,13.98
2015,220,29.16,14.17
2015,221,29.47,14.11
2015,222,30.97,13.70
2015,223,28.64,12.95
2015,224,26.48,13.09
2015,225,25.63,13.59
2015,226,28.00,13.77
2015,227,28.72,12.84
2015,228,28.83,13.34
2015,229,27.71,13.24
2015,230,26.08,13.43
2015,231,28.61,13.33
2015,232,27.80,12.98
2015,233,26.80,14.01
2015,234,26.19,14.73
2015,235,27.74,14.38
2015,236,26.13,13.51
2015,237,27.09,13.06
2015,238,27.05,13.57
2015,239,26.15,13.01
2015,240,25.55,13.19
2015,241,26.33,12.82
2015,242,27.84,12.72
2015,243,27.69,13.92
2015,244,25.63,14.38
2015,245,27.48,14.81
2015,246,27.35,14.44
2015,247,27.22,14.82
2015,248,27.63,14.52
2015,249,28.52,14.86
2015,250,28.35,14.20
2015,251,29.42,13.70
2015,252,29.25,13.83
2015,253,29.03,14.21
2015,254,27.41,14.81
2015,255,28.74,13.32
2015,256,24.37,13.49
2015,257,23.97,14.66
2015,258,25.66,13.97
2015,259,26.06,14.59
2015,260,24.97,14.65
2015,261,25.52,14.56
2015,262,26.73,13.63
2015,263,27.36,13.54
2015,264,26.77,14.22
2015,265,26.91,13.63
2015,266,26.04,12.73
2015,267,25.96,12.64
2015,268,25.87,13.58
2015,269,24.50,12.67
2015,270,24.46,12.02
2015,271,25.32,12.06
2015,272,25.53,12.08
2015,273,25.71,11.99
2015,274,24.15,13.35
2015,275,25.25,10.81
2015,276,26.01,10.23
2015,277,26.99,10.11
2015,278,26.36,12.35
2015,279,26.05,13.08
2015,280,27.09,12.50
2015,281,27.47,12.77
2015,282,26.30,13.21
2015,283,25.91,13.42
2015,284,25.35,12.83
2015,285,26.64,11.79
2015,286,28.24,12.96
2015,287,27.59,13.07
2015,288,24.81,12.27
2015,289,24.53,10.91
2015,290,24.22,11.02
2015,291,21.52,12.11
2015,292,22.69,11.23
2015,293,24.02,9.52
2015,294,27.60,8.74
2015,295,27.46,12.04
2015,296,26.78,14.18
2015,297,25.41,14.37
2015,298,23.83,13.15
2015,299,25.35,11.53
2015,300,24.93,11.58
2015,301,24.70,12.77
2015,302,25.25,12.37
2015,303,26.28,13.33
2015,304,23.42,13.86
2015,305,22.91,11.60
2015,306,24.39,10.39
2015,307,24.39,10.87
2015,308,26.18,11.41
2015,309,26.91,10.96
2015,310,27.65,11.01
2015,311,26.20,12.34
2015,312,25.92,11.68
2015,313,23.08,11.62
2015,314,25.85,11.62
2015,315,27.18,12.18
2015,316,27.76,11.93
2015,317,23.74,10.89
2015,318,21.23,12.43
2015,319,22.27,10.66
2015,320,23.54,10.96
2015,321,25.77,10.56
2015,322,25.85,10.65
2015,323,25.46,9.72
2015,324,23.81,10.86
2015,325,25.98,11.14
2015,326,24.64,9.90
2015,327,20.94,7.98
2015,328,23.87,8.72
2015,329,23.70,10.05
2015,330,25.55,11.23
2015,331,24.70,11.09
2015,332,21.90,10.83
2015,333,22.34,8.10
2015,334,23.42,8.22
2015,335,23.69,9.61
2015,336,23.96,10.08
2015,337,21.50,8.17
2015,338,18.52,6.02
2015,339,19.09,6.12
2015,340,21.37,6.82
2015,341,20.55,6.20
2015,342,21.96,7.20
2015,343,21.43,7.77
2015,344,20.96,8.35
2015,345,23.08,8.55
2015,346,18.22,9.98
2015,347,15.24,3.55
2015,348,19.30,7.27
2015,349,21.58,2.75
2015,350,22.89,7.10
2015,351,21.30,7.61
2015,352,20.00,6.89
2015,353,15.44,-3.96
2015,354,16.64,0.96
2015,355,17.39,7.05
2015,356,17.61,7.10
2015,357,22.08,6.98
2015,358,22.43,8.89
2015,359,26.10,8.86
2015,360,24.88,8.38
2015,361,22.25,8.40
2015,362,20.58,4.95
2015,363,20.24,5.28
2015,364,22.56,6.24
2015,365,21.25,9.69
2016,1,19.94,8.51
2016,2,21.58,8.53
2016,3,20.02,7.59
2016,4,21.35,6.76
2016,5,17.42,5.28
2016,6,20.21,5.32
2016,7,19.72,5.16
2016,8,22.65,4.44
2016,9,21.92,4.54
2016,10,20.56,2.87
2016,11,19.03,4.73
2016,12,21.13,2.81
2016,13,18.58,5.01
2016,14,16.96,5.42
2016,15,19.66,5.03
2016,16,22.25,5.25
2016,17,22.36,1.23
2016,18,23.57,0.90
2016,19,21.23,4.54
2016,20,21.18,5.37
2016,21,23.16,4.61
2016,22,24.72,3.45
2016,23,22.19,2.08
