Latitude: 27.59175  Longitude: -109.37431
X & Y on Lambert Conformal Conic: -912345.19 -1545856.48
Tile: 10476
Elevation: 276 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,tmax (deg c),tmin (deg c)
2015,213,39.42,26.35
2015,214,38.81,25.27
2015,215,36.59,23.55
2015,216,36.80,23.93
2015,217,37.94,24.94
2015,218,37.42,24.70
2015,219,37.41,24.42
2015,220,36.67,24.00
2015,221,37.26,24.92
2015,222,37.55,23.68
2015,223,35.62,22.68
2015,224,39.69,25.33
2015,225,38.44,25.06
2015,226,38.31,24.92
2015,227,38.48,25.26
2015,228,37.83,24.59
2015,229,36.34,23.37
2015,230,41.48,25.66
2015,231,35.70,24.46
2015,232,35.40,23.16
2015,233,37.18,24.18
2015,234,35.09,23.88
2015,235,36.08,22.37
2015,236,37.82,24.25
2015,237,39.23,25.04
2015,238,36.27,24.45
2015,239,36.77,23.01
2015,240,36.32,23.06
2015,241,36.64,26.21
2015,242,36.94,25.20
2015,243,37.36,23.98
2015,244,36.48,22.22
2015,245,36.62,23.31
2015,246,35.39,24.79
2015,247,34.05,23.23
2015,248,35.11,22.81
2015,249,37.22,23.99
2015,250,36.42,24.86
2015,251,36.33,24.31
2015,252,34.16,24.15
2015,253,34.65,24.20
2015,254,35.03,24.31
2015,255,36.33,24.10
2015,256,36.74,24.20
2015,257,35.68,23.53
2015,258,34.70,23.96
2015,259,35.08,23.78
2015,260,35.73,23.25
2015,261,36.11,23.96
2015,262,35.08,21.37
2015,263,34.85,21.39
2015,264,32.84,24.09
2015,265,33.72,22.99
2015,266,35.69,22.78
2015,267,36.23,22.55
2015,268,36.77,22.87
2015,269,36.85,21.84
2015,270,36.00,21.48
2015,271,36.81,22.90
2015,272,39.89,22.19
2015,273,39.63,22.22
2015,274,38.93,21.79
2015,275,36.81,23.60
2015,276,36.05,23.70
2015,277,33.61,21.58
2015,278,31.78,20.96
2015,279,34.17,21.46
2015,280,33.63,18.30
2015,281,33.87,18.69
2015,282,31.07,18.37
2015,283,33.81,19.67
2015,284,32.28,20.38
2015,285,35.87,23.15
2015,286,36.12,22.91
2015,287,37.02,21.08
2015,288,38.07,22.41
2015,289,36.11,21.46
2015,290,35.16,21.48
2015,291,34.89,20.29
2015,292,35.01,20.51
2015,293,34.73,19.51
2015,294,32.43,17.45
2015,295,31.06,17.12
2015,296,33.22,16.29
2015,297,33.44,18.06
2015,298,34.26,17.33
2015,299,33.54,16.16
2015,300,34.40,15.39
2015,301,33.92,16.60
2015,302,33.43,16.87
2015,303,30.62,16.34
2015,304,30.87,14.00
2015,305,31.89,16.14
2015,306,32.47,13.62
2015,307,31.89,12.79
2015,308,31.87,17.56
2015,309,31.01,15.13
2015,310,30.49,13.83
2015,311,32.37,14.36
2015,312,31.41,13.02
2015,313,31.13,13.07
2015,314,29.36,11.63
2015,315,31.22,13.23
2015,316,32.76,13.80
2015,317,31.14,13.37
2015,318,31.42,17.46
2015,319,33.08,16.00
2015,320,27.93,16.55
2015,321,29.08,11.75
2015,322,31.90,14.56
2015,323,30.63,12.23
2015,324,30.57,13.15
2015,325,31.30,11.82
2015,326,30.06,14.22
2015,327,30.28,17.47
2015,328,32.53,15.51
2015,329,32.72,12.33
2015,330,29.97,14.64
2015,331,31.35,17.52
2015,332,26.02,16.28
