Latitude: 30.20907  Longitude: -107.58718
X & Y on Lambert Conformal Conic: -713063.29 -1279716.45
Tile: 10837
Elevation: 1405 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,tmax (deg c),tmin (deg c)
2015,213,32.36,17.67
2015,214,35.43,17.62
2015,215,35.48,18.39
2015,216,36.04,18.05
2015,217,37.64,18.55
2015,218,38.01,18.57
2015,219,36.11,18.91
2015,220,36.24,19.27
2015,221,35.90,19.17
2015,222,35.49,18.94
2015,223,34.85,18.67
2015,224,34.71,17.73
2015,225,36.10,17.67
2015,226,36.53,18.43
2015,227,37.97,18.27
2015,228,36.76,19.00
2015,229,35.53,17.71
2015,230,36.24,19.91
2015,231,35.87,21.73
2015,232,36.38,20.80
2015,233,36.90,18.01
2015,234,35.16,18.09
2015,235,33.09,16.35
2015,236,34.17,17.40
2015,237,34.31,19.45
2015,238,34.53,18.98
2015,239,35.04,16.79
2015,240,33.32,17.24
2015,241,35.00,17.18
2015,242,32.41,15.96
2015,243,35.98,15.55
2015,244,36.41,15.77
2015,245,36.38,17.58
2015,246,35.07,17.28
2015,247,29.71,17.45
2015,248,33.47,17.25
2015,249,33.56,17.40
2015,250,34.10,17.12
2015,251,34.42,17.59
2015,252,32.65,17.62
2015,253,32.23,17.69
2015,254,30.78,17.71
2015,255,32.77,16.40
2015,256,33.01,15.79
2015,257,34.40,14.86
2015,258,33.97,14.52
2015,259,34.09,16.72
2015,260,34.55,16.87
2015,261,34.22,17.27
2015,262,28.67,17.42
2015,263,29.90,16.61
2015,264,26.55,17.11
2015,265,29.35,17.36
2015,266,31.57,16.23
2015,267,31.48,16.49
2015,268,32.97,16.99
2015,269,32.00,15.55
2015,270,31.15,10.87
2015,271,33.87,15.14
2015,272,33.73,15.18
2015,273,34.22,14.01
2015,274,35.12,14.24
2015,275,35.43,14.02
2015,276,33.73,15.59
2015,277,30.05,16.18
2015,278,28.54,13.03
2015,279,29.00,14.76
2015,280,29.07,11.02
2015,281,25.66,10.53
2015,282,24.27,10.81
2015,283,29.57,15.19
2015,284,30.61,14.68
2015,285,30.48,15.04
2015,286,32.44,15.71
2015,287,33.06,14.20
2015,288,33.60,13.46
2015,289,32.97,13.70
2015,290,25.93,15.19
2015,291,27.87,14.01
2015,292,28.81,14.98
2015,293,28.34,11.30
2015,294,27.57,11.00
2015,295,26.18,9.99
2015,296,26.12,8.90
2015,297,25.69,8.76
2015,298,25.51,10.45
2015,299,26.27,9.30
2015,300,26.73,7.01
2015,301,28.10,10.13
2015,302,25.32,11.13
2015,303,23.83,10.08
2015,304,24.24,8.06
2015,305,26.17,7.21
2015,306,27.97,8.41
2015,307,26.87,4.54
2015,308,27.17,9.09
2015,309,24.62,9.18
2015,310,24.88,6.31
2015,311,25.10,3.90
2015,312,23.55,7.37
2015,313,26.45,6.61
2015,314,23.89,2.82
2015,315,23.77,5.52
2015,316,22.83,3.84
2015,317,25.38,4.48
2015,318,25.07,8.11
2015,319,24.52,9.29
2015,320,19.78,10.95
2015,321,21.75,3.80
2015,322,23.65,4.56
2015,323,23.42,3.39
2015,324,25.79,5.32
2015,325,23.72,4.85
2015,326,19.81,1.87
2015,327,20.49,3.03
2015,328,24.66,5.01
2015,329,25.46,4.54
2015,330,22.74,4.53
2015,331,24.04,11.48
2015,332,20.25,8.18
2015,333,23.72,6.47
2015,334,21.26,1.06
2015,335,16.58,-0.23
2015,336,20.11,0.58
2015,337,21.59,0.14
2015,338,21.43,1.40
2015,339,22.59,2.74
2015,340,21.24,-0.58
2015,341,21.18,2.87
2015,342,23.17,2.55
2015,343,24.81,2.91
2015,344,24.07,0.35
2015,345,23.28,2.38
2015,346,14.12,1.26
2015,347,12.37,0.02
2015,348,16.47,-2.11
2015,349,9.43,-3.67
2015,350,9.59,-2.64
2015,351,12.06,-8.41
2015,352,15.42,-6.69
2015,353,15.38,-4.71
2015,354,16.82,-1.32
2015,355,15.65,-3.21
2015,356,15.24,-2.95
2015,357,16.65,1.29
2015,358,17.85,0.41
2015,359,18.82,1.89
2015,360,9.33,-2.21
2015,361,5.06,-4.95
2015,362,5.59,-7.35
2015,363,8.57,-6.18
2015,364,11.78,-7.84
2015,365,12.66,-4.93
2016,1,10.88,0.86
2016,2,9.28,-0.53
2016,3,7.92,0.11
2016,4,9.95,-0.63
2016,5,14.47,3.65
2016,6,14.34,3.20
2016,7,16.90,2.75
2016,8,14.52,2.58
2016,9,8.31,-2.34
2016,10,12.11,-1.99
2016,11,13.13,-1.75
2016,12,11.58,-6.31
2016,13,18.72,0.76
2016,14,16.50,-6.66
2016,15,19.42,-0.78
2016,16,19.49,2.82
2016,17,22.06,4.16
2016,18,20.01,-0.63
2016,19,21.45,3.49
2016,20,21.05,-0.14
2016,21,20.03,-0.81
2016,22,20.63,-0.60
2016,23,21.82,-0.42
2016,24,22.01,-3.63
2016,25,21.09,-0.34
2016,26,16.67,-0.60
2016,27,13.10,-5.66
2016,28,22.43,-0.32
2016,29,21.19,-6.19
2016,30,22.68,-4.51
2016,31,24.47,6.50
2016,32,21.39,5.56
2016,33,15.11,2.19
2016,34,14.40,-3.66
2016,35,10.03,-9.26
2016,36,15.38,-3.66
2016,37,17.94,-3.86
2016,38,19.54,0.36
2016,39,18.33,-4.73
2016,40,21.24,-1.05
2016,41,22.06,-1.41
2016,42,23.80,-3.50
2016,43,25.37,2.61
2016,44,26.86,3.23
2016,45,26.69,1.53
2016,46,25.60,2.65
2016,47,27.42,4.62
2016,48,29.33,5.40
2016,49,30.30,7.14
2016,50,29.10,4.00
2016,51,25.86,4.91
2016,52,28.38,10.49
2016,53,27.12,5.61
2016,54,25.77,5.21
2016,55,21.20,0.88
2016,56,23.46,2.74
2016,57,22.55,-1.48
2016,58,24.76,3.58
2016,59,25.97,0.35
2016,60,28.28,5.64
2016,61,27.61,4.89
2016,62,28.66,4.61
2016,63,29.03,4.80
2016,64,27.97,1.33
2016,65,29.52,4.15
2016,66,28.17,6.55
2016,67,25.40,5.77
2016,68,23.01,6.00
2016,69,22.38,5.62
