Latitude: 20.04895  Longitude: -99.37296
X & Y on Lambert Conformal Conic: 67477.1 -2438069.41
Tile: 9941
Elevation: 2095 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,tmax (deg c),tmin (deg c)
2015,213,27.63,11.73
2015,214,26.74,11.67
2015,215,27.26,11.84
2015,216,27.78,11.86
2015,217,27.50,12.59
2015,218,28.37,12.53
2015,219,27.99,12.43
2015,220,28.07,12.36
2015,221,28.65,12.04
2015,222,29.01,12.09
2015,223,28.07,10.97
2015,224,25.45,11.70
2015,225,24.18,12.36
2015,226,25.83,12.31
2015,227,27.28,11.34
2015,228,28.05,11.67
2015,229,27.06,12.59
2015,230,25.12,12.40
2015,231,26.38,12.49
2015,232,27.52,11.84
2015,233,26.98,12.49
2015,234,26.28,13.27
2015,235,25.68,12.87
2015,236,26.20,12.24
2015,237,27.05,11.92
2015,238,26.01,12.24
2015,239,24.91,11.93
2015,240,24.72,11.90
2015,241,24.96,11.45
2015,242,26.19,12.13
2015,243,26.24,12.40
2015,244,25.58,12.57
2015,245,26.71,13.28
2015,246,26.01,13.36
2015,247,26.04,13.52
2015,248,25.84,12.72
2015,249,25.98,13.25
2015,250,27.07,13.06
2015,251,27.81,12.27
2015,252,27.63,12.24
2015,253,27.96,12.50
2015,254,26.83,13.26
2015,255,27.13,12.21
2015,256,24.94,13.06
2015,257,24.17,14.10
2015,258,25.03,13.55
2015,259,25.83,14.08
2015,260,24.06,13.76
2015,261,24.98,13.75
2015,262,26.27,12.06
2015,263,26.63,12.09
2015,264,25.98,13.12
2015,265,26.37,12.35
2015,266,25.57,10.98
2015,267,26.26,11.06
2015,268,25.61,12.81
2015,269,23.54,12.81
2015,270,23.23,12.21
2015,271,24.56,11.94
2015,272,23.08,12.04
2015,273,23.25,12.10
2015,274,22.75,12.47
2015,275,24.99,9.92
2015,276,25.58,8.59
2015,277,26.80,7.64
2015,278,26.09,11.08
2015,279,27.06,10.96
2015,280,27.11,10.32
2015,281,28.08,10.78
2015,282,26.97,11.88
2015,283,26.12,11.92
2015,284,25.28,12.31
2015,285,27.15,11.14
2015,286,27.93,11.12
2015,287,27.10,11.32
2015,288,24.36,10.80
2015,289,24.53,10.15
2015,290,24.28,10.46
2015,291,22.06,11.99
2015,292,20.75,10.95
2015,293,22.93,10.26
2015,294,26.77,8.93
2015,295,26.58,10.38
2015,296,25.71,13.93
2015,297,25.74,13.81
2015,298,25.18,13.67
2015,299,24.75,11.76
2015,300,24.32,12.02
2015,301,25.17,13.33
2015,302,24.97,11.93
2015,303,26.32,12.65
2015,304,24.22,13.32
2015,305,24.30,12.85
2015,306,25.27,10.60
2015,307,24.70,10.36
2015,308,26.51,10.88
2015,309,27.01,9.72
2015,310,26.74,9.72
2015,311,25.96,10.55
2015,312,25.73,11.22
2015,313,23.42,11.29
2015,314,26.86,10.17
2015,315,26.96,10.52
2015,316,28.01,9.92
2015,317,25.24,9.98
2015,318,22.18,12.09
2015,319,21.46,10.52
2015,320,23.29,11.11
2015,321,27.04,9.89
2015,322,25.62,10.48
2015,323,26.34,10.76
2015,324,23.64,10.05
2015,325,26.05,10.86
2015,326,25.00,9.73
2015,327,19.90,8.88
2015,328,24.35,7.84
2015,329,24.36,8.57
2015,330,26.34,9.98
2015,331,25.39,10.17
2015,332,23.69,10.81
2015,333,23.98,9.54
2015,334,24.50,7.74
2015,335,25.59,7.75
2015,336,26.91,8.07
2015,337,24.38,8.41
2015,338,20.26,8.09
2015,339,19.51,6.76
2015,340,21.72,7.04
2015,341,22.14,7.16
2015,342,21.86,7.70
2015,343,22.46,8.11
2015,344,21.62,8.00
2015,345,24.17,7.91
2015,346,17.25,9.59
2015,347,14.26,3.21
2015,348,19.80,8.24
2015,349,20.44,2.11
2015,350,24.37,6.76
2015,351,24.58,7.36
2015,352,21.93,8.18
2015,353,14.56,-4.72
2015,354,15.87,0.25
2015,355,16.77,6.56
2015,356,16.68,6.81
2015,357,21.29,6.80
2015,358,23.19,7.77
2015,359,25.67,8.64
2015,360,25.22,7.43
2015,361,25.03,7.65
2015,362,23.82,5.69
2015,363,22.57,4.85
2015,364,24.31,8.41
2015,365,24.22,8.98
2016,1,21.77,8.94
2016,2,24.63,8.35
2016,3,23.49,8.65
2016,4,23.71,8.25
2016,5,19.74,5.97
2016,6,20.91,6.59
2016,7,21.65,5.92
2016,8,22.22,4.97
2016,9,21.95,4.83
2016,10,21.24,4.85
2016,11,20.25,5.31
2016,12,22.52,3.88
2016,13,18.36,5.36
2016,14,17.92,6.99
2016,15,20.59,6.33
2016,16,23.04,4.96
2016,17,21.59,3.96
2016,18,24.36,2.43
2016,19,22.23,3.88
2016,20,21.13,4.59
2016,21,22.28,4.61
2016,22,24.64,4.02
2016,23,22.71,2.56
2016,24,23.95,2.24
2016,25,21.94,3.00
2016,26,24.97,9.24
2016,27,21.65,4.52
2016,28,22.08,2.15
2016,29,17.32,2.08
2016,30,21.10,5.69
2016,31,22.94,6.69
2016,32,24.84,7.14
2016,33,27.41,6.34
2016,34,26.50,7.28
2016,35,26.68,5.53
2016,36,22.75,3.34
2016,37,24.94,3.03
