Latitude: 26.57492  Longitude: -100.15503
X & Y on Lambert Conformal Conic: -15327.26 -1708714.75
Tile: 10480
Elevation: 300 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,tmax (deg c),tmin (deg c)
2015,213,40.73,24.81
2015,214,41.40,22.96
2015,215,41.45,24.32
2015,216,39.82,25.18
2015,217,42.39,25.95
2015,218,44.87,26.01
2015,219,42.55,25.31
2015,220,42.98,23.85
2015,221,44.02,26.28
2015,222,41.53,25.87
2015,223,40.05,24.80
2015,224,40.61,24.02
2015,225,41.50,22.83
2015,226,42.03,24.39
2015,227,43.21,20.68
2015,228,42.04,20.37
2015,229,41.03,20.95
2015,230,43.65,23.86
2015,231,44.17,23.86
2015,232,36.85,24.06
2015,233,39.42,21.72
2015,234,39.93,23.18
2015,235,40.76,22.90
2015,236,42.41,24.39
2015,237,40.92,25.00
2015,238,43.03,25.71
2015,239,36.77,22.05
2015,240,40.39,18.49
2015,241,41.50,23.70
2015,242,43.49,25.84
2015,243,42.16,25.79
2015,244,36.37,19.45
2015,245,36.39,24.18
2015,246,39.27,23.98
2015,247,40.40,23.62
2015,248,41.45,25.08
2015,249,40.64,26.75
2015,250,40.89,26.34
2015,251,39.19,26.59
2015,252,40.32,24.22
2015,253,39.16,25.01
2015,254,37.80,22.85
2015,255,37.10,24.69
2015,256,37.29,22.34
2015,257,34.68,24.83
2015,258,35.67,21.72
2015,259,34.47,23.73
2015,260,37.20,21.91
2015,261,36.89,24.19
2015,262,37.46,21.71
2015,263,37.17,22.34
2015,264,38.69,23.29
2015,265,36.13,23.06
2015,266,37.49,23.52
2015,267,36.04,18.16
2015,268,38.20,18.25
2015,269,33.36,19.55
2015,270,35.31,18.03
2015,271,39.74,17.51
2015,272,36.50,20.45
2015,273,36.70,21.79
2015,274,36.58,20.56
2015,275,35.19,20.88
2015,276,38.01,22.37
2015,277,37.26,21.65
2015,278,32.91,24.04
2015,279,35.06,22.15
2015,280,33.88,22.85
2015,281,39.26,21.90
2015,282,31.79,22.33
2015,283,37.87,19.03
2015,284,37.55,19.87
2015,285,37.37,19.52
2015,286,36.27,19.79
2015,287,35.18,20.29
2015,288,35.13,21.23
2015,289,34.61,21.62
2015,290,32.76,15.92
2015,291,34.73,17.01
2015,292,32.01,17.24
2015,293,34.29,17.56
2015,294,36.63,19.95
2015,295,37.80,19.71
2015,296,32.94,24.51
2015,297,29.95,15.48
2015,298,32.00,15.55
2015,299,28.30,12.18
2015,300,31.13,6.49
2015,301,35.61,8.84
2015,302,32.51,16.44
2015,303,25.98,22.18
2015,304,26.27,13.52
2015,305,27.24,14.26
2015,306,33.85,8.63
2015,307,31.85,14.47
2015,308,33.55,22.71
2015,309,38.27,22.23
2015,310,32.21,21.67
2015,311,28.66,13.24
2015,312,28.61,16.52
2015,313,20.78,9.03
2015,314,31.61,16.19
2015,315,35.56,20.26
2015,316,23.49,20.47
2015,317,24.59,15.13
2015,318,25.55,17.26
